X,Y,ACCELA_ID,CHANNEL_ID,OWNERSHIP,ROAD_NAME,ROAD_ID,ROAD_SEQ_N,FROM_STREE,TO_STREET,GIS_FROM_P,LEGACY_FRO,INVENTORY_,EXPIRATION,CHANNEL_MA,CHANNEL_LO,CHANNEL_WI,CHANNEL_DE,FLOW_LENGT,INLET_TYPE,OUTLET_TYP,LINING,INLET_FILT,OUTLET_FIL,PRIORITY,CHANNEL_RA,FLAGGERS,ENGINEER_R,ENVIRONMEN,MAINTENANC,MAINTENA_1,SOURCE_NOT,COMMENTS,MAINTENA_2,ROAD_STATI,STREET_DIS,SUPERVISOR,COMMUNITY_,NEIGHBORHO,THOMAS_GUI,CA_ROAD_SY,HIGHWAY_PL,ASSET_STAT,CREATOR,CREATED,EDITOR,EDITED,SHAPE_LENG,SHAPE_LEN
6320566.47357264,2019007.96557689,DPW-DRNCHN-100468,64-79,RF,BANBURY DR,12000-515,0200,SUGAR BUSH WY,FAIRLANE RD,611.99086085,0,,,,,2,4,2,,,2,,,,,0,,,2,1,,,2 - DIVISION 2,64,515 - VALLEY CENTER,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1090-E5,15X25-G6,2G4,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,194.19374716,194.193747153
6320724.85219289,2016509.33737205,DPW-DRNCHN-100469,64-81,RF,BANBURY DR,12000-515,0500,WOODSTOCK PL,CUL DE SAC,1201.88265454,0,,,,,2,4,2,,,2,,,,,0,,,2,1,,,2 - DIVISION 2,64,515 - VALLEY CENTER,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1090-E6,15X25-G7,2H4,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,64.03733976,64.0373397596
6332285.73983222,2019037.7270003,DPW-DRNCHN-100470,64-83,RF,WOODS VALLEY RD,C03-0-515,0200,MILE POST 03.0,MILE POST 02.0,4816.28486415,0,,,,,2,4,2,,,2,,,,,0,,,2,1,,,2 - DIVISION 2,64,515 - VALLEY CENTER,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1090-J5,16X21-A6,2G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,13.31389064,13.3138906349
6327452.0887384,2004440.67712621,DPW-DRNCHN-100471,64-84,RF,LAKE WOHLFORD RD,C02-1-515,0400,OAKVALE RD,ES CL ENTER,2333.00001007,0,,,,,15,30,16,,,,,,,,0,,,2,1,,,2 - DIVISION 2,64,515 - VALLEY CENTER,5 - SUPERVISOR DISTRICT 5,NORTH COUNTY METRO CPG,,1110-G3,15X35-J1,2H5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,27.0144067,27.0144066992
6333568.78254174,2004884.5407398,DPW-DRNCHN-100472,64-85,RF,OAKVALE RD,C01-A-515,0100,BEGIN CMR,LAKE WOHLFORD RD,438.88735632,0,,,,,4,5,2,,,2,,,,,0,,,2,1,,,2 - DIVISION 2,64,515 - VALLEY CENTER,5 - SUPERVISOR DISTRICT 5,NORTH COUNTY METRO CPG,,1111-A3,16X31-A1,2H5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,38.84233492,38.8423349236
6342475.88579048,2028651.69235238,DPW-DRNCHN-100473,64-86,RF,VALLEY CENTER RD,B35-0-515,2200,NORTH LAKE WOHLFORD,MILE POST 32.0,3944.50695005,0,,,,,3,5,2,,,2,,,,,0,,,2,1,,,2 - DIVISION 2,64,515 - VALLEY CENTER,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1091-D1,16X21-D3,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,35.74869737,35.7486973805
6311778.25328822,2028802.72551487,DPW-DRNCHN-100474,64-87,RF,AERIE RD,01500-515,0100,BETSWORTH RD,END CMR,1984.92781657,0,,,,,2,3,2,,,2,,,,,0,,,2,1,,,2 - DIVISION 2,64,300 - LILAC,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1090-A1,15X25-D3,2G4,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,68.38258395,68.3825839576
6306502.44920731,2043606.65489647,DPW-DRNCHN-100475,64-88,RF,LILAC RD,B01-0-515,1100,W LILAC RD,MESA VERDE DR,246.09445695,0,,,,,3,5,2,,,2,,,,,0,,,2,1,,,2 - DIVISION 2,64,300 - LILAC,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1069-H3,15X15-B8,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,93.98292612,93.9829261213
6306552.84838472,2044100.17785954,DPW-DRNCHN-100476,64-89,RF,LILAC RD,B01-0-515,1100,W LILAC RD,MESA VERDE DR,793.80978548,0,,,,,2,3,2,,,,,,,,0,,,2,1,,,2 - DIVISION 2,64,300 - LILAC,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1069-H3,15X15-B8,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,47.77486495,47.7748649592
6305210.49608256,2043074.76882114,DPW-DRNCHN-100477,64-90,RF,WEST LILAC RD,B04-0-300,0700,CIRCLE R DR,LILAC RD,8391.03748613,0,,,,,2,4,2,,,2,,,,,0,,,2,1,,,2 - DIVISION 2,64,300 - LILAC,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1069-G3,15X15-B8,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,59.63017982,59.6301798284
6306556.60559507,2044505.13538297,DPW-DRNCHN-100478,64-91,RF,LILAC RD,B01-0-515,1100,W LILAC RD,MESA VERDE DR,1264.5876839,0,,,,,2,2,40,,,5,,,,,0,,,,,,,2 - DIVISION 2,64,300 - LILAC,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1069-H3,15X15-B8,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,109.90748993,109.90748993
6358878.61512406,1949990.57310013,DPW-DRNCHN-101044,39-054,RF,HIGHLAND VALLEY RD,D04-0-400,0200,HIGHLAND VALLEY CT,ADRIENNE WY,162.08283887,0,,,NATURAL,,20,2,15,,,2,,,,,0,,,4,5,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1172-B3,16X41-J9,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,20.91863134,20.9186313387
6358790.65368581,1930837.5392278,DPW-DRNCHN-101045,39-150,RF,FERNBROOK DR,40000-150,0100,MUSSEY GRADE RD,END CMR,899.09493762,0,,,NATURAL,,2,2,8,,,2,,,,,0,,,3,1,,,2 - DIVISION 2,39,150 - FERNBROOK,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1192-B3,16X51-J5,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,26.47338322,26.4733832138
6317863.63809906,1985443.21446505,DPW-DRNCHN-101046,58-04,RF,CITRUS AV,08800-445,0500,IDAHO AV W,SUNNYSLOPE DR,448.29579855,0,,,NATURAL,,15,5,400,,,2,,,,,0,,,3,1,,,2 - DIVISION 2,64,445 - SAN PASQUAL,3 - SUPERVISOR DISTRICT 3,NORTH COUNTY METRO CPG,,1130-D4,15X35-F7,2J4,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,286.10222217,286.102222167
6322010.04680099,1985182.9580958,DPW-DRNCHN-101047,58-13,RF,ORO VERDE RD,52200-445,0200,IDAHO AV,END,651.52269911,0,,,NATURAL,,4,2,400,,,2,,,,,0,,,3,1,,,2 - DIVISION 2,64,445 - SAN PASQUAL,3 - SUPERVISOR DISTRICT 3,NORTH COUNTY METRO CPG,,1130-F4,15X35-G7,2J5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,355.98826305,355.988263058
6400518.50067614,1882953.27705689,DPW-DRNCHN-100479,17-01,RF,TAVERN RD,92000-010,0700,ROBLE GRANDE RD PRD 94,TAVERN CT,0,0,,,,,20,5,20,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,17,010 -  ALPINE,2 - SUPERVISOR DISTRICT 2,ALPINE CPG,,1234-A6,16Y23-C1,6D2,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/25,266.22968164,266.229681637
6399003.41413939,1884973.36028704,DPW-DRNCHN-100480,17-04,RF,ALPINE BL,E48-1-010,0800,MILE POST 09.0,TAVERN RD,5423.97444408,0,,,,,16,6,100,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,17,010 -  ALPINE,2 - SUPERVISOR DISTRICT 2,ALPINE CPG,,1233-J6,16Y13-C10,6D2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,41.73208313,41.7320831305
6370960.37311272,1844708.5343208,DPW-DRNCHN-100481,14-28,RF,JAMUL DR,F13-0-220,0200,YUCCA ST,ALTA LOMA DR PRD 105,32.58530381,0,,,,,30,6,20,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,14,220 - JAMUL,2 - SUPERVISOR DISTRICT 2,JAMUL-DULZURA CPG,,1272-H7,16Y32-D3,6F1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,40.27967867,40.2796786653
6345904.61745006,1857283.72734621,DPW-DRNCHN-100482,14-42,RF,MEADOW CREEK RD,48300-350,0200,MEADOW VIEW RD,CUL DE SAC,54.88484064,0,,,,,10,8,20,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,14,350 - MT HELIX/CALAVO GARDENS,2 - SUPERVISOR DISTRICT 2,VALLE DE ORO CPG,,1271-H3,16Y21-E9,7E6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,28.37172274,28.371722745
6333769.19618289,1851775.55102663,DPW-DRNCHN-100483,15-11,RF,BARBIC CT,05300-500,0100,KENWOOD DR,CUL DE SAC,45.7491301,0,,,,,40,6,32,,,1,,,,,0,,,4,1,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-C5,16Y31-A1,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,31.70642693,31.7064269275
6328070.85817015,1835719.94468646,DPW-DRNCHN-100484,15-46,RF,QUARRY RD,49190-295,0100,LAKEVIEW AV,ELKELTON PL,1792.26043349,0,,,,,45,5,40,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,15,295 - LA PRESA,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1291-A4,15Y35-K6,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,111.88481161,111.884811609
6486700.12293199,1853060.02844454,DPW-DRNCHN-100485,23-187,RF,BUCKMAN SPRINGS RD,F53-0-465,0400,OLD BUCKMAN SPRINGS RD,MILE POST 09.0,2365.17355361,0,,,,,3,2,90,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y21-A10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,121.07197843,121.071978421
6539078.0493439,1807149.20327163,DPW-DRNCHN-100486,23-165W,RF,TIERRA DEL SOL RD,G01-0-465,0500,MILE POST 03.0,MILE POST 04.0,2163.89001324,0,,,,,10,6,20,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1320-A5,17Y42-H6,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,19.12241983,19.1224198287
6360442.39053981,1891873.45311414,DPW-DRNCHN-100487,33-21,RF,SUNNY LN,86500-260,0100,LAKEVIEW RD,WOODLAND VISTA DR,41.73884359,0,,,,,3,2,200,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,33,260 - LAKESIDE,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-D4,16Y11-K8,7C6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,85.21045737,85.2104573683
6351700.99857381,1885818.19783622,DPW-DRNCHN-100488,33-30,RF,WINTER GARDENS BL,E21-0-260,0800,GAY RIO DR,FAIR LN S,151.46553403,0,,,,,10,5,25,,,1,,,,,0,,,"1,2",1,,,1 - DIVISION 1,33,260 - LAKESIDE,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1231-J6,16Y11-G10,7D6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,16.61408852,16.6140885069
6490968.91754398,1801045.92381154,DPW-DRNCHN-100489,23-113,RF,UNNAMED F57 AKA OLD HWY 94,F57-0-029,0100,UNNAMED F57/SR 94,UNNAMED F57/SR 94,1865.701793,0,,,,,4,3,15,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,029 - CAMPO,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y41-C8,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,10.3325964,10.3325963971
6322832.78236023,2019634.84063546,DPW-DRNCHN-100537,64-82,RF,WOODS VALLEY RD,C03-0-515,0500,OAKMONT RD,WOODS VALLEY CT,159.91934796,0,,,,,4,6,2,,,2,,,,,0,,,2,1,,,2 - DIVISION 2,64,515 - VALLEY CENTER,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1090-E5,15X25-G6,2G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,33.58107816,33.5810781654
6308185.41959465,2042243.00637704,DPW-DRNCHN-100538,64-55,RF,LILAC RD,B01-0-515,0900,LILAC KNOLLS RD,LILAC OAKS RD,3814.10066833,0,,,,,20,4,20,,,2,,,,,0,,,4,3,,,2 - DIVISION 2,64,300 - LILAC,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1069-H3,15X15-C8,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,45.18422404,45.1842240408
6322749.01021807,2020797.75924139,DPW-DRNCHN-100539,64-006,RF,CHARLAN RD,15000-515,0100,VALLEY CENTER RD,END CMR,756.29287594,0,,,,,15,4,10,,,2,,,,,0,,,4,3,,,2 - DIVISION 2,64,515 - VALLEY CENTER,5 - SUPERVISOR DISTRICT 5,VALLEY CENTER CPG,,1090-E4,15X25-G5,2G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,29.35060539,29.350605387
6344392.71955523,1858260.49409346,DPW-DRNCHN-100540,14-43,RF,ROCKWOOD RD,81000-350,0200,NEW RANCH RD,END CMR,1232.6182,0,,,,,20,2,325,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,14,350 - MT HELIX/CALAVO GARDENS,2 - SUPERVISOR DISTRICT 2,VALLE DE ORO CPG,,1271-G3,16Y21-E9,7E6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,87.64214446,87.6421444591
6344773.55442348,1859821.45849122,DPW-DRNCHN-100541,14-60,RF,VALLEY LIGHTS DR,88400-350,0100,NEW RANCH RD,EDGEVIEW DR,421.75810629,0,,,,,1.5,2,100,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,14,350 - MT HELIX/CALAVO GARDENS,2 - SUPERVISOR DISTRICT 2,VALLE DE ORO CPG,,1271-G2,16Y21-E8,7E6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,153.01731412,153.017314099
6325645.29215515,1827510.78984496,DPW-DRNCHN-100542,15-63,RF,SWEETWATER RD,D23-0-020,0400,DEGEN DR,BONITA RD,540.53483849,0,,,,,5,3,80,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,15,020 - BONITA,1 - SUPERVISOR DISTRICT 1,SWEETWATER CPG,,1290-J7,15Y35-J9,7G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,57.90429078,57.9042907874
6395765.69653349,1885373.77057546,DPW-DRNCHN-100543,17-40,RF,MIDWAY DR,74000-010,0200,ALPINE ESTATES PL,ARNOLD WY E,1438.17575842,0,,,,,60,1200,20,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,17,010 -  ALPINE,2 - SUPERVISOR DISTRICT 2,ALPINE CPG,,1233-H6,16Y13-B10,6D2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,23.89577711,23.8957771042
6354248.53875431,1952606.77620105,DPW-DRNCHN-100544,38-56,RF,HIGHLAND VALLEY RD,D04-0-400,0300,ADRIENNE WY,TRAYLOR RD,1760.30216887,0,,,,,200,2,20,,,4,,,,,0,,,5,912,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1171-J2,16X41-H8,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,32.04154256,32.0415425653
6259200.12812974,2079770.65245022,DPW-DRNCHN-100545,57-151,RF,MORRO RD,64600-140,0400,LA RUE AV,PALOMINO RD,1120.27714263,0,,,,,0,0,0,,,,,,,,0,,,,,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,1027-G4,15W53-G6,2D1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,33.02127808,33.0212780899
6255627.4134904,2082761.8534888,DPW-DRNCHN-100546,57-152,RF,BEECH ST,08001-140,0100,MAIN AV,MISSION RD,332.15112829,0,,,,,18,5,1270,,,2,,,,,0,,,4,4,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,1027-F3,15W53-E5,2D1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,1105.82889526,1105.82889527
6316661.61458448,1987022.13880064,DPW-DRNCHN-100547,58-47,RF,BEAR VALLEY PY,C11-0-445,1400,IDAHO AV,BIRCH AV,265.31560554,0,,,,,6,1,0,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,64,445 - SAN PASQUAL,3 - SUPERVISOR DISTRICT 3,NORTH COUNTY METRO CPG,,1130-D3,15X35-F7,2J4,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,38.14622313,38.146223144
6268209.46378556,1956418.54646464,DPW-DRNCHN-100548,58-51,RF,SAN ELIJO,73000-407,0400,LOMA LINDA DR,AVNDA DE ACACIAS,70.78517304,0,,,,,4,1,10,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,58,407 - RANCHO SAN DIEGUITO,5 - SUPERVISOR DISTRICT 5,SAN DIEGUITO CPG,,1168-D1,15X43-K7,2L2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,31.05145571,31.0514557096
6325545.41801107,1832427.20684938,DPW-DRNCHN-101062,15-26,RF,WORTHINGTON ST,66700-295,1100,MESA VIEW WY,SWEETWATER RD,601.59305401,0,,,NATURAL,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,295 - LA PRESA,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1290-J6,15Y35-J7,7G5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,450.29005114,450.290051135
6325325.36005223,1831910.83681913,DPW-DRNCHN-101063,15-27,RF,SWEETWATER RD,D23-0-020,0100,WORTHINGTON ST,QUARRY RD,0,0,,,NATURAL,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,020 - BONITA,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1290-J6,15Y35-J8,7G5,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/26,1296.24847192,1296.24847191
6332546.68812923,1860100.58883846,DPW-DRNCHN-101064,15-42,RF,LEMON AV,56000-180,0200,MARGUERITA LN,ALTO DR,784.32902756,0,,,Other/Undetermined,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,180 - GROSSMONT,2 - SUPERVISOR DISTRICT 2,VALLE DE ORO CPG,,1271-B2,16Y21-A8,7E5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,2620.39102714,2620.39102715
6332944.1230299,1860342.8239183,DPW-DRNCHN-101065,15-43,RF,LEMON AV,56000-180,0200,MARGUERITA LN,ALTO DR,1266.82538092,0,,,Other/Undetermined,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,180 - GROSSMONT,2 - SUPERVISOR DISTRICT 2,VALLE DE ORO CPG,,1271-C2,16Y21-A8,7E5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,203.87943291,203.879432921
6355456.49303131,1786959.05565988,DPW-DRNCHN-101066,15-51,RF,ALTA RD,G08-1-365,0100,OTAY MESA RD,PASEO DE LA FUENTE,909.7868844,0,,,CONCRETE,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1352-C1,16Y51-J2,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,871.54428439,871.544284387
6355508.27507998,1789406.53764154,DPW-DRNCHN-101067,15-52,RF,ALTA RD,G08-1-365,0200,PASEO DE LA FUENTE,CALZADA DE LA FUENTE,1186.34083705,0,,,CONCRETE,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1352-C1,16Y51-J2,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,471.65910703,471.659107027
6355606.54489656,1790905.41325271,DPW-DRNCHN-101068,15-53,RF,ALTA RD,G08-1-365,0300,CALZADA DE LA FUENTE,DONOVAN STATE PRISON RD,1345.79247605,0,,,CONCRETE,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1352-C1,16Y51-J2,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,3449.00976382,3449.00976381
6353119.4192934,1794912.53056654,DPW-DRNCHN-101069,15-54,RF,ALTA RD,G08-1-365,0500,KUEBLER RANCH RD,END CMR-EAST MESA DETENTION FACILITY,4151.36805849,0,,,CONCRETE,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1332-B5,16Y41-H10,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,896.10558338,896.105583378
6353815.6836489,1795564.80682105,DPW-DRNCHN-101070,15-55,RF,ALTA RD,G08-1-365,0500,KUEBLER RANCH RD,END CMR-EAST MESA DETENTION FACILITY,6522.15672366,0,,,CONCRETE,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1332-B5,16Y41-H10,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,1322.47362247,1322.47362246
6355181.34069449,1792592.69071804,DPW-DRNCHN-101071,15-56,RF,ALTA RD,G08-1-365,0500,KUEBLER RANCH RD,END CMR-EAST MESA DETENTION FACILITY,522.50421572,0,,,CONCRETE,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1332-C6,16Y51-J1,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,1294.35852539,1294.35852538
6354110.00622298,1793004.85196722,DPW-DRNCHN-101072,15-57,RF,ALTA RD,G08-1-365,0500,KUEBLER RANCH RD,END CMR-EAST MESA DETENTION FACILITY,1204.38309115,0,,,CONCRETE,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1332-C6,16Y41-H10,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,1976.03265387,1976.03265387
6357787.77216139,1886171.87560655,DPW-DRNCHN-100559,33-18,RF,LOS COCHES RD,58900-260,1200,HA HANA RD,VIA DIEGO,106.86396526,0,,,,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,33,260 - LAKESIDE,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-C6,16Y11-J10,7D6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,106.54187753,106.541877528
6355487.15701199,1894441.42993355,DPW-DRNCHN-100560,33-007,RF,MAPLEVIEW ST,61000-260,0500,VINE ST,ASHWOOD ST,10.14447065,0,,,,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,33,260 - LAKESIDE,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-B3,16Y11-H7,7C6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,63.32591074,63.3259107406
6355253.72440799,1893970.1247738,DPW-DRNCHN-100561,33-008,RF,MAINE AV,59000-260,0500,LAUREL ST,MAPLEVIEW ST,106.43867787,0,,,,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,33,260 - LAKESIDE,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-B3,16Y11-H7,7C6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,44.57310851,44.5731085013
6366281.9028109,1811882.31289989,DPW-DRNCHN-100562,14-44,RF,OTAY LAKES RD,G06-0-220,0600,MILE POST 08.0,MILE POST 07.0,3014.48242321,0,,,,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,14,220 - JAMUL,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1312-G6,16Y42-B4,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,44.82804611,44.8280461225
6323519.29771948,1823222.58811955,DPW-DRNCHN-100563,15-37,RF,BONITA RD,D24-0-020,1100,ACACIA AV,CENTRAL AV,0,0,,,,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,020 - BONITA,1 - SUPERVISOR DISTRICT 1,SWEETWATER CPG,,1310-J2,15Y35-H10,7G5,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/25,472.10759757,472.107597561
6329365.34442632,1849620.60323679,DPW-DRNCHN-100564,15-44,RF,BANCROFT DR,05200-500,0700,LAMAR ST N,OLIVE DR,68.96111802,0,,,,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,500 - SPRING VALLEY,2 - SUPERVISOR DISTRICT 2,SPRING VALLEY CPG,,1271-A6,15Y35-K2,7F5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,103.50703116,103.507031174
6351476.12205507,1786829.68485563,DPW-DRNCHN-100565,15-49,RF,OTAY MESA RD,G08-B-365,0200,SD CL LEAVE,ENRICO FERMI DR,0,0,,,,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1352-B2,16Y51-G2,7,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/25,40.00580803,40.0058080435
6351472.61648464,1786957.55467863,DPW-DRNCHN-100566,15-48,RF,OTAY MESA RD,G08-B-365,0200,SD CL LEAVE,ENRICO FERMI DR,1294.09971595,0,,,,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1352-B1,16Y51-G2,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,13.83757088,13.83757089
6354211.92859131,1786922.48257029,DPW-DRNCHN-100567,15-50,RF,OTAY MESA RD,G08-B-365,0300,ENRICO FERMI DR,ALTA RD,1359.51895427,0,,,,,0,0,0,,,,,,,,0,,,,,,,1 - DIVISION 1,15,365 - OTAY MESA,1 - SUPERVISOR DISTRICT 1,OTAY CPG,,1352-C1,16Y51-H2,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,20.67450083,20.6745008328
