Supplier_Name,PWSID,Hydrologic_Region,County,Reporting_Month,Days-in-Month,Mandatory Restrictions,Days_Allowed/Week,Actions_Implemented,Current_Production,2013_Production,CII,Current_Ag,2013_Ag,Current_Recycled,Current_Non-revenue,Units,Population_Served,Percent_Residential_Use,R_GPCD_Reported ,R-GPCD_Calculated,Ag_Cert,Current_Production_Calculated,2013_Production_Calculated,Percent_Reduction,Complaints,Follow-ups,Warnings,Penalties_Rate,Penalties_Other,ID
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,12/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses",417.36,479.99,104.34,,,,,AF,45000,75.00%,73,73,,135880046,156408686,13.10%,14,14,14,,,689-1512
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,11/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses",432.95,505.44,108.23,,,,,AF,45000,75.00%,78,78,,141093669,164554972,14.30%,5,5,5,,0,689-1511
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,10/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses",434.33,570.94,108.58,,,,,AF,45000,75.00%,76,76,,141419520,186061166,24.00%,10,10,10,,0,689-1510
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,9/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses",451.24,614.05,112.81,,,,,AF,45000,75.00%,81.68,82,,146958994,200072777,26.50%,30,30,30,,5,689-1509
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,8/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses",483.41,632.11,120.85,,,,,AF,45000,75.00%,85,85,,157386240,205938103,23.60%,21,21,21,,6,689-1508
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,7/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses",462.33,629.35,115.58,,,,,AF,45000,75.00%,80.99,81,,150543360,204960549,26.60%,43,43,43,,3,689-1507
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,6/15/2015 0:00,30,Yes,2,,453.09,592.01,113.27,,,,,AF,45000,75.00%,82.02,82,,147610697,192904046,23.50%,5,49,49,,1,689-1506
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,5/15/2015 0:00,31,Yes,2,,442.78,574.48,110.7,,,,,AF,45000,75.00%,77.57,78,,144352183,187038720,22.80%,33,33,33,,1,689-1505
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,4/15/2015 0:00,30,Yes,2,,454.72,530.67,,,,,,AF,45000,75.00%,82.32,82,,148262400,173027109,14.30%,2,2,35,,0,689-1504
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,3/15/2015 0:00,31,Yes,2,,470.74,493.87,117.68,,,,,AF,45000,75.00%,82.47,83,,153476023,160970606,4.70%,,,,,,689-1503
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,2/15/2015 0:00,28,Yes,,,402.45,422.92,,,,,,AF,45000,75.00%,78,78,,130992274,137835154,5.00%,,,,,,689-1502
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,1/15/2015 0:00,31,Yes,,,426.38,500.64,,,,,,AF,45000,75.00%,75,75,,138812709,163251566,15.00%,,,,,,689-1501
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,12/15/2014 0:00,31,Yes,,,404.69,479.99,,,,,,AF,45000,75.00%,71,71,,131969829,156408686,15.60%,,,,,,689-1412
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,11/15/2014 0:00,30,Yes,,,464.91,505.44,,,,,,AF,45000,75.00%,84,84,,151520914,164554972,7.90%,,,,,,689-1411
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,10/15/2014 0:00,31,Yes,,,538.09,570.94,,,,,,AF,45000,75.00%,97,94,,175308069,186061166,5.80%,,,,,,689-1410
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,9/15/2014 0:00,30,Yes,,,555.38,614.05,,,,,,AF,45000,75.00%,101,100,,180847543,200072777,9.60%,,,,,,689-1409
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,8/15/2014 0:00,31,Yes,,,583.45,632.11,,,,,,AF,45000,75.00%,,102,,189971383,205938103,7.80%,,,,,,689-1408
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,7/15/2014 0:00,31,No,,,604.92,629.35,,,,,,AF,45000,75.00%,,106,,197140115,204960549,3.80%,,,,,,689-1407
San Gabriel County Water District,CA1910144,South Coast,LOS ANGELES,6/15/2014 0:00,30,No,,,579.96,592.01,,,,,,AF,45000,75.00%,,105,,188993829,192904046,2.00%,,,,,,689-1406
Santa Ana  City of,CA3010038,South Coast,ORANGE,4/15/2016 0:00,30,Yes,2,"Raised rates,Instituted surcharges,Reduced allocations (for allocation-based rates),Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget",2706.9,3243.6,,,,,,AF,332005,67.00%,59.34,59,,882079818,1057062036,16.60%,41,41,0,0,0,690-1604
Santa Ana  City of,CA3010038,South Coast,ORANGE,3/15/2016 0:00,31,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2537.6,3112.6,,,,,,AF,332005,67.00%,53.84,54,,827010927,1014375498,18.50%,34,34,7,0,,690-1603
Santa Ana  City of,CA3010038,South Coast,ORANGE,2/15/2016 0:00,29,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2399.6,2583.8,,,,,,AF,332005,67.00%,54.42,54,,782043430,842000093,7.10%,32,32,7,0,,690-1602
Santa Ana  City of,CA3010038,South Coast,ORANGE,1/15/2016 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2374.7,2748.3,,,,,,AF,332005,67.00%,50.38,50,,773897144,895439727,13.60%,18,18,5,0,0,690-1601
Santa Ana  City of,CA3010038,South Coast,ORANGE,12/15/2015 0:00,31,Yes,2,"Raised rates,Instituted surcharges,Reduced allocations (for allocation-based rates),Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2528.1,2821.2,,,,,,AF,332005,67.00%,53.63,54,,823752413,919226881,10.40%,24,24,0,0,0,690-1512
Santa Ana  City of,CA3010038,South Coast,ORANGE,11/15/2015 0:00,30,Yes,2,"Raised rates,Instituted surcharges,Reduced allocations (for allocation-based rates),Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2657.9,3046.2,,,,,,AF,332005,67.00%,58.27,58,,866113098,992543453,12.70%,35,35,0,,0,690-1511
Santa Ana  City of,CA3010038,South Coast,ORANGE,10/15/2015 0:00,31,Yes,2,"Raised rates,Instituted surcharges,Reduced allocations (for allocation-based rates),Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2928.1,3457.3,,,,,,AF,332005,67.00%,62.12,62,,954092984,1126468390,15.30%,72,72,10,,0,690-1510
Santa Ana  City of,CA3010038,South Coast,ORANGE,9/15/2015 0:00,30,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2853.8,3626.9,,,,,,AF,332005,67.00%,62.56,63,,929979978,1181863133,21.30%,91,91,25,,0,690-1509
Santa Ana  City of,CA3010038,South Coast,ORANGE,8/15/2015 0:00,31,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",3078.2,3831.8,,,,,,AF,332005,67.00%,65.31,65,,1002970698,1248662676,19.70%,214,208,35,,0,690-1508
Santa Ana  City of,CA3010038,South Coast,ORANGE,7/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2988.2,3825.8,,,,,,AF,332005,67.00%,63.4,63,,973644070,1246707567,21.90%,127,127,15,,0,690-1507
Santa Ana  City of,CA3010038,South Coast,ORANGE,6/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased leak detection and repair actions,Increased conservation program budget,Increased conservation program scope",2898.4,3565.3,,,,,,AF,332005,67.00%,63.55,64,,944317441,1161660344,18.70%,78,68,23,,0,690-1506
Santa Ana  City of,CA3010038,South Coast,ORANGE,5/15/2015 0:00,31,Yes,3,,2863.7,3569.4,945,0,0,,,AF,332005,67.00%,60.8,61,,933238493,1162963750,19.80%,29,29,29,,0,690-1505
Santa Ana  City of,CA3010038,South Coast,ORANGE,4/15/2015 0:00,30,Yes,3,,2979.5,3243.6,,,,,,AF,332005,67.00%,65,65,,971037258,1057062036,8.10%,37,37,21,,0,690-1504
Santa Ana  City of,CA3010038,South Coast,ORANGE,3/15/2015 0:00,31,Yes,3,,2951.3,2892.9,,,,,,AF,332005,67.00%,47.5,63,,961587567,942688184,-2.00%,5,5,1,,0,690-1503
Santa Ana  City of,CA3010038,South Coast,ORANGE,2/15/2015 0:00,28,Yes,,,2536.4,2619.2,,,,,,AF,332005,67.00%,36.02,60,,826359224,853404893,3.20%,,,,,,690-1502
Santa Ana  City of,CA3010038,South Coast,ORANGE,1/15/2015 0:00,31,Yes,,,2643.6,3062.7,,,,,,AF,332005,67.00%,37.96,56,,861551178,998082927,13.70%,,,,,,690-1501
Santa Ana  City of,CA3010038,South Coast,ORANGE,12/15/2014 0:00,31,Yes,,,2479.4,2821.2,,,,,,AF,332005,67.00%,33,53,,807785692,919226881,12.10%,,,,,,690-1412
Santa Ana  City of,CA3010038,South Coast,ORANGE,11/15/2014 0:00,30,Yes,,,2938.9,3046.2,,,,,,AF,332005,67.00%,52,64,,957677350,992543453,3.50%,,,,,,690-1411
Santa Ana  City of,CA3010038,South Coast,ORANGE,10/15/2014 0:00,31,Yes,,,3378,3458,,,,,,AF,332005,67.00%,59,72,,1100726127,1126794241,2.30%,,,,,,690-1410
Santa Ana  City of,CA3010038,South Coast,ORANGE,9/15/2014 0:00,30,Yes,,,3518,3627,,,,,,AF,332005,67.00%,77.1,77,,1146345327,1181863133,3.00%,,,,,,690-1409
Santa Ana  City of,CA3010038,South Coast,ORANGE,8/15/2014 0:00,31,Yes,,,3653,3832,,,,,,AF,332005,67.00%,,77,,1190335270,1248662676,4.70%,,,,,,690-1408
Santa Ana  City of,CA3010038,South Coast,ORANGE,7/15/2014 0:00,31,Yes,,,3783.3,3825.8,,,,,,AF,332005,67.00%,,80,,1232695956,1246707567,1.10%,,,,,,690-1407
Santa Ana  City of,CA3010038,South Coast,ORANGE,6/15/2014 0:00,30,Yes,,,3682.7,3565.3,,,,,,AF,332005,67.00%,,81,,1200110813,1161660344,-3.30%,,,,,,690-1406
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,4/15/2016 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",539.86,718.5,137.73,,,35.69,4.08,AF,39189,52.00%,82,78,,175959772,234287177,24.90%,30,73,0,2021,0,691-1604
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,3/15/2016 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",424.31,600.9,139.56,,,28.21,3.48,AF,39189,77.00%,82,88,,138161006,195836709,29.50%,17,76,0,0,0,691-1603
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,2/15/2016 0:00,29,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget",461.19,402.3,45,,,16.58,1.32,AF,39189,67.80%,73,90,,150217509,130992274,-14.70%,71,205,0,0,0,691-1602
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,1/15/2016 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",343.03,406.2,42.06,,,9.34,0.56,AF,39189,72.50%,71,67,,111767040,132295680,15.50%,58,69,11,3217,0,691-1601
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,12/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",434,505.8,59.05,,,29.45,1.41,AF,39047,62.30%,88,73,,141419520,164880823,14.20%,29,132,83,0,0,691-1512
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,11/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",539.14,605.2,53.9,,,39.08,1.23,AF,39047,61.70%,101,93,,175633920,197140115,10.90%,15,200,197,,0,691-1511
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,10/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",599.87,762,55.6,,,56.8,2.65,AF,39047,59.60%,104,96,,195510857,248298789,21.30%,10,306,306,,0,691-1510
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,9/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",653.05,903.6,75.04,,,83.59,1.79,AF,39047,58.70%,115,107,,212780983,294569692,27.80%,99,58,62,,0,691-1509
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,8/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased conservation personnel,Increased conservation program budget",720.69,975.2,66.43,,,115.9,1.97,AF,39047,56.40%,111,109,,234938880,317705143,26.10%,11,66,0,,0,691-1508
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,7/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased conservation program budget",670.7,927,71.3,,,79.4,3.56,AF,39047,56.00%,140,101,,218646309,302064275,27.60%,34,29,3,,0,691-1507
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,6/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget",668.83,903.5,55.3,,,,1.73,AF,39047,59.20%,104,110,,217994606,294569692,26.00%,29,41,11,,0,691-1506
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,5/15/2015 0:00,31,Yes,2,,619.18,840.5,56.64,,,,1.71,AF,39047,58.50%,108,97,,201702035,274041052,26.40%,17,17,5,,0,691-1505
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,4/15/2015 0:00,30,Yes,2,,626.3,718.9,,,,69.28,,AF,39047,58.00%,141,101,,203982995,234287177,12.90%,17,9,0,,0,691-1504
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,3/15/2015 0:00,31,Yes,7,,607.24,600.9,,,,,2.51,AF,39047,67.10%,92,110,,197791817,195836709,-1.00%,16,52,35,,0,691-1503
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,2/15/2015 0:00,28,Yes,,,459.81,402.3,,,,,1.1,AF,39047,68.80%,84,94,,149891657,130992274,-14.40%,,,,,,691-1502
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,1/15/2015 0:00,31,Yes,,,424.35,406.2,,,,,2.23,AF,39047,78.20%,73,89,,138161006,132295680,-4.40%,,,,,,691-1501
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,12/15/2014 0:00,31,Yes,,,355.07,505.8,,,,,3.99,AF,38491,48.40%,93,47,,115677257,164880823,29.80%,,,,,,691-1412
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,11/15/2014 0:00,30,Yes,,,620.3,605.2,,,,,2.24,AF,38491,59.40%,109,104,,202027886,197140115,-2.50%,,,,,,691-1411
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,10/15/2014 0:00,31,Yes,,,788.2,762,,,,,1,AF,38491,57.00%,155,123,,256770926,248298789,-3.40%,,,,,,691-1410
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,9/15/2014 0:00,30,Yes,,,898.39,874.8,,,,,2.99,AF,38491,52.00%,133,132,,292614583,285120000,-2.60%,,,,,,691-1409
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,8/15/2014 0:00,31,Yes,,,962.1,933,,,,,,AF,40262,59.10%,,148,,313469075,304019383,-3.10%,,,,,,691-1408
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,7/15/2014 0:00,31,Yes,,,776.5,904.2,,,,,,AF,38491,56.00%,,119,,253186560,294569692,14.00%,,,,,,691-1407
San Juan Capistrano  City of,CA3010030,South Coast,ORANGE,6/15/2014 0:00,30,Yes,,,737.3,868.3,,,,,,AF,38491,55.40%,,115,,240152503,282839040,15.10%,,,,,,691-1406
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,4/15/2016 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of SmartMeters for data tracking and enforcement",105698,146831,12624,,,,,CCF,30611,84.70%,72.94,73,,79067595,109837216,28.00%,2,8,6,,,693-1604
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,3/15/2016 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of SmartMeters for data tracking and enforcement",98132,135943,10917,,,,,CCF,30611,87.20%,67.49,67,,73407834,101692426,27.80%,0,50,4,0,0,693-1603
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,2/15/2016 0:00,29,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of SmartMeters for data tracking and enforcement",95774,108151,12934,,,,,CCF,30611,84.50%,68.19,68,,71643927,80902566,11.40%,3,0,3,0,0,693-1602
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,1/15/2016 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of SmartMeters for data tracking and enforcement",92111,119838,11155,,,,,CCF,30611,89.10%,64.7,65,,68903813,89645049,23.10%,0,2,1,0,0,693-1601
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,12/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of SmartMeters for data tracking and enforcement",102501,128987,14851,,,,,CCF,30611,84.00%,67.85,68,,76676073,96488977,20.50%,0,15,25,0,0,693-1512
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,11/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of SmartMeters for data tracking and enforcement",111256,141173,10370,,,,,CCF,30611,89.20%,80.84,81,,83225268,105604738,21.20%,4,0,22,,0,693-1511
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,10/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of SmartMeters for data tracking and enforcement",112870,162667,17283,,,,,CCF,30611,84.60%,75.22,75,,84432623,121683366,30.60%,2,1,25,,0,693-1510
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,9/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of SmartMeters for data tracking and enforcement",123478,179711,12980,,,,,CCF,30611,88.90%,89.45,89,,92367958,134433164,31.30%,11,0,35,,0,693-1509
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,8/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted use of SmartMeters for data tracking and enforcement",134807,186572,17688,,,,,CCF,30611,84.20%,89.43,89,,100842639,139565548,27.70%,19,3,44,,0,693-1508
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,7/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Instituted use of SmartMeters for data tracking and enforcement",129840,184981,11939,,,,,CCF,30611,89.90%,91.99,92,,97127065,138375397,29.80%,19,0,73,,0,693-1507
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,6/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Instituted use of SmartMeters for data tracking and enforcement",122388,171784,16534,,,,,CCF,30611,85.30%,85,85,,91552582,128503356,28.80%,46,13,68,,0,693-1506
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,5/15/2015 0:00,31,Yes,2,,113251,159573,10506,2163,1639,,,CCF,30611,90.30%,80.61,81,,84717631,119368893,29.00%,21,3,66,,0,693-1505
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,4/15/2015 0:00,30,Yes,2,,120821,146831,,,,,,CCF,30611,84.80%,83.4,83,,90380384,109837216,17.70%,52,35,32,,0,693-1504
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,3/15/2015 0:00,31,No,,,125993,125635,,,,,,CCF,30611,89.90%,89.27,89,,94249309,93981506,-0.30%,,,,,,693-1503
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,2/15/2015 0:00,28,No,,,103678,112151,,,,,,CCF,30611,86.80%,78.5,79,,77556530,83894774,7.60%,,,,,,693-1502
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,1/15/2015 0:00,31,No,,,109249,139343,,,,,,CCF,30611,89.90%,77.5,77,,81723927,104235803,21.60%,,,,,,693-1501
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,12/15/2014 0:00,31,No,,,100985,128987,,,,,,CCF,30611,87.00%,69.3,69,,75542026,96488977,21.70%,,,,,,693-1412
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,11/15/2014 0:00,30,No,,,129993,141173,,,,,,CCF,30611,96.00%,103.13,102,,97241517,105604738,7.90%,,,,,,693-1411
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,10/15/2014 0:00,31,No,,,152747,162667,,,,,,CCF,30611,88.00%,120.4,106,,114262691,121683366,6.10%,,,,,,693-1410
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,9/15/2014 0:00,30,No,,,158438,179711,,,,,,CCF,30611,91.00%,,117,,118519855,134433164,11.80%,,,,,,693-1409
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,8/15/2014 0:00,31,No,,,167067,186572,,,,,,CCF,30611,89.00%,,117,,124974795,139565548,10.50%,,,,,,693-1408
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,7/15/2014 0:00,31,No,,,174103,184981,,,,,,CCF,30500,92.00%,,127,,130238088,138375397,5.90%,,,,,,693-1407
Sunny Slope Water Company,CA1910157,South Coast,LOS ANGELES,6/15/2014 0:00,30,No,,,173735,171784,,,,,,CCF,30611,87.00%,,123,,129962805,128503356,-1.10%,,,,,,693-1406
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,4/15/2016 0:00,30,Yes,2,Increased conservation program scope,136.02,197.57,22.55,,,,,AF,11579,70.20%,89.6,90,,44315794,64518583,31.30%,0,2,2,,,694-1604
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,3/15/2016 0:00,31,Yes,2,Increased conservation program scope,104.58,140.28,20.7,,,,,AF,11579,69.80%,66.28,67,,34214400,45619200,25.00%,0,0,0,0,0,694-1603
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,2/15/2016 0:00,29,Yes,2,Increased conservation program scope,76.3,96.9,15.9,,,,,AF,11579,68.30%,50.563,50,,24764709,31607589,21.60%,0,0,0,0,0,694-1602
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,1/15/2016 0:00,31,Yes,2,Increased conservation program scope,87.948,116.433,19.9,,,,,AF,11579,66.30%,52.9,53,,28674926,37798766,24.10%,0,0,0,0,0,694-1601
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,12/15/2015 0:00,31,Yes,2,Increased conservation program scope,98.645,108.1,22.42,,,0,,AF,11579,68.30%,61.16,61,,32259291,35191954,8.30%,0,0,0,0,0,694-1512
