INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
99TH AND HALSTED,2431,9900 S HALSTED ST,12/22/2014,8,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)"
CERMAK AND PULASKI,2334,4000 W CERMAK,12/22/2014,1,1150018.476053666,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)"
HAMLIN AND LAKE,1882,300 N HAMLIN AVENUE,12/22/2014,3,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,12/22/2014,3,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,12/22/2014,6,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,12/22/2014,4,,,,,
WESTERN AND TOUHY,1252,7200 N WESTERN AVENUE,12/22/2014,4,1158975.66256211,1947754.286963361,42.012371335,-87.690393917,"(42.012371334791766, -87.69039391737863)"
STATE AND 79TH,2651,7900 S STATE STREET,12/22/2014,4,1177618.166929966,1852621.870232838,41.750918138,-87.624690123,"(41.7509181383154, -87.62469012251644)"
WESTERN AND ADDISON,1562,3600 N WESTERN AVENUE,12/22/2014,8,1159695.573342728,1923871.086283556,41.94681992,-87.688406662,"(41.94681991986288, -87.68840666206194)"
CICERO AND FULLERTON,1472,2400 N CICERO AVE,12/22/2014,4,1143961.592189569,1915545.343094087,41.92428359,-87.74645019,"(41.92428358982701, -87.74645019028947)"
35TH AND WESTERN,2092,3500 S WESTERN,12/22/2014,1,1160894.949857101,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
BLUE ISLAND AND DAMEN,2283,2416 S BLUE ISLAND AV,12/22/2014,6,1163271.402680135,1888053.313412189,41.848458633,-87.676271269,"(41.848458633352884, -87.67627126912292)"
WESTERN AND 51ST,2172,5100 S WESTERN BLVD,12/22/2014,3,1161345.691274872,1870773.193852299,41.801080204,-87.683818209,"(41.801080203554356, -87.68381820888895)"
PULASKI AND 63RD,2342,6300 S PULASKI RD,12/22/2014,4,1150746.00309079,1862516.747695325,41.778636469,-87.722906356,"(41.77863646878099, -87.72290635568541)"
WESTERN AND ARMITAGE,1862,2000 N WESTERN AVENUE,12/22/2014,3,1160006.66733459,1913226.418158186,41.917603818,-87.687557878,"(41.91760381794161, -87.68755787755686)"
IRVING PARK AND NARRAGANSETT,1024,6400 W IRVING PK,12/22/2014,4,1132945.939118726,1925946.304925137,41.953024751,-87.786683238,"(41.95302475075328, -87.78668323766634)"
HALSTED AND 95TH,2581,9500 S HALSTED STREET,12/22/2014,2,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)"
ASHLAND AND IRVING PARK,1151,4000 N ASHLAND AVENUE,12/22/2014,4,1164899.463802581,1926665.661118925,41.954379326,-87.66919912,"(41.954379326212695, -87.66919911980419)"
WESTERN AND TOUHY,1251,7200 N WESTERN AVENUE,12/22/2014,2,1158975.66256211,1947754.286963361,42.012371335,-87.690393917,"(42.012371334791766, -87.69039391737863)"
DIVISION AND DAMEN,1734,2000 W DIVISION,12/22/2014,4,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)"
IRVING PARK AND LARAMIE,1533,5200 W IRVING PARK ROA,12/22/2014,5,,,,,
LASALLE AND KINZIE,1921,400 N LASALLE,12/22/2014,3,1175028.579766798,1903002.552291359,41.889225372,-87.632674115,"(41.88922537162015, -87.63267411498495)"
FULLERTON AND NARRAGANSETT,1554,6400 W FULLERTON AVENU,12/22/2014,6,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)"
KEDZIE AND 31ST,2132,3100 S KEDZIE AVENUE,12/22/2014,6,1155483.167539854,1883867.660503274,41.837132671,-87.704967115,"(41.837132671422296, -87.70496711478727)"
WESTERN AND NORTH,1853,2400 W NORTH AVE,12/22/2014,4,1160100.839010995,1910612.783367238,41.910429862,-87.687284221,"(41.91042986235867, -87.68728422050837)"
WESTERN AND FULLERTON,1671,2400 N WESTERN AVENUE,12/22/2014,5,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)"
ASHLAND AND MADISON,1914,1600 W MADISON,12/22/2014,9,1165723.014733182,1900136.515489506,41.881564167,-87.666929463,"(41.8815641670199, -87.66692946294842)"
TOUHY AND OSCEOLA,1243,7432 W TOUHY AVENUE,12/22/2014,2,1125717.010560011,1947269.685461107,42.011661765,-87.812781431,"(42.01166176507329, -87.81278143114147)"
OGDEN AND KOSTNER,2222,2348 S KOSTNER AVENUE,12/22/2014,2,1147394.548182079,1887795.177782082,41.848068845,-87.734547457,"(41.8480688449598, -87.73454745748458)"
79TH AND KEDZIE,2443,3200 W 79TH ST,12/22/2014,3,1156402.644780165,1852104.649370984,41.749952001,-87.702448478,"(41.74995200142266, -87.70244847808695)"
HALSTED AND FULLERTON,1701,2400 N HALSTED STREET,12/22/2014,2,1170501.602639925,1916200.061550148,41.925540315,-87.648912156,"(41.925540315431995, -87.64891215551155)"
DAMEN AND 63RD,2702,6300 S DAMEN AVENUE,12/22/2014,2,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)"
79TH AND HALSTED,2541,7900 S HALSTED STREET,12/22/2014,1,1172298.707400847,1852444.344822186,41.750549559,-87.644188368,"(41.750549559438944, -87.64418836784098)"
119TH AND HALSTED,2404,800 W 119TH STREET,12/22/2014,2,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)"
PULASKI AND IRVING PARK,1572,4000 N PULASKI ROAD,12/22/2014,2,1148970.255325552,1926313.600468643,41.953737051,-87.727766612,"(41.95373705144353, -87.72776661179896)"
KEDZIE AND ARMITAGE,1834,3200 W ARMITAGE AVENUE,12/22/2014,3,1154700.851347995,1913153.252187904,41.917511023,-87.707053639,"(41.91751102291878, -87.7070536388797)"
PULASKI AND DIVISION,1802,1200 N PULASKI ROAD,12/22/2014,1,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)"
TOUHY AND OSCEOLA,1244,7432 W TOUHY AVENUE,12/22/2014,2,1125717.010560011,1947269.685461107,42.011661765,-87.812781431,"(42.01166176507329, -87.81278143114147)"
LAFAYETTE AND 87TH,2503,30 W 87TH STREET,12/22/2014,8,1177407.651800237,1847320.772058312,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)"
79TH AND HALSTED,2543,800 W 79TH STREET,12/22/2014,1,1172320.105719411,1852517.9814434,41.750751157,-87.644107793,"(41.75075115747316, -87.64410779300933)"
WESTERN AND MARQUETTE,2672,6700 S WESTERN AVENUE,12/22/2014,8,1161488.747635042,1860134.788366884,41.771884028,-87.683588402,"(41.77188402771193, -87.68358840206334)"
CICERO AND ADDISON,1612,3600 N CICERO AVENUE,12/22/2014,4,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
PETERSON AND WESTERN,1014,2400 W PETERSON,12/22/2014,3,1159214.211316277,1939825.301874586,41.99060901,-87.689735481,"(41.990609009807294, -87.68973548092968)"
HARLEM AND BELMONT,1394,7200 W BELMONT AVE,12/22/2014,4,1127504.698153561,1920475.415440844,41.938105479,-87.806809552,"(41.93810547939496, -87.80680955240743)"
IRVING PARK AND KEDZIE,1353,3200 W IRVING PARK ROAD,12/22/2014,7,1154325.140302006,1926458.463197156,41.954029047,-87.708077494,"(41.95402904691877, -87.70807749383191)"
WESTERN AND FOSTER,1074,2400 W FOSTER AVE,12/22/2014,1,1159379.402846887,1934502.712486132,41.97600019,-87.689275084,"(41.97600018976586, -87.68927508385399)"
DAMEN AND DIVERSEY,1462,2800 N DAMEN AVENUE,12/22/2014,4,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)"
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,12/22/2014,4,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,12/22/2014,1,,,,,
WESTERN AND DEVON,1212,6400 N WESTERN AVENUE,12/22/2014,1,1159113.585759434,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)"
COTTAGE GROVE AND 95TH,2603,800 E 95TH STREET,12/22/2014,4,1183230.529909316,1842186.614201556,41.722153939,-87.604447736,"(41.72215393877189, -87.60444773564429)"
PULASKI AND DIVISION,1801,1200 N PULASKI ROAD,12/22/2014,1,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)"
DAMEN AND DIVERSEY,1464,2000 W DIVERSEY PARKWAY,12/22/2014,2,1162519.714934025,1918635.417634925,41.932394164,-87.678173031,"(41.93239416403691, -87.67817303087757)"
FULLERTON AND NARRAGANSETT,1553,6400 W FULLERTON AVENU,12/22/2014,4,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)"
SACRAMENTO AND CHICAGO,1814,3000 W CHICAGO AVENUE,12/22/2014,2,1156075.266375505,1905216.604770718,41.895704525,-87.702218524,"(41.895704524946225, -87.70221852353758)"
87TH AND VINCENNES,2412,8700 S VINCENNES,12/22/2014,5,1172026.328989535,1847142.496643776,41.736006565,-87.645341819,"(41.73600656458518, -87.64534181897955)"
ASHLAND AND 87TH,2454,1600 W 87TH ST,12/22/2014,2,1167171.941297436,1847064.855345151,41.735898617,-87.663128781,"(41.735898617066006, -87.66312878090133)"
55TH AND WESTERN,2212,5500 S WESTERN AVE,12/22/2014,2,1161269.521335262,1867963.111601251,41.793370554,-87.684175377,"(41.79337055433029, -87.6841753767592)"
KEDZIE AND 71ST,2352,7100 S KEDZIE AVENUE,12/22/2014,1,1156225.540366296,1857330.103443232,41.764295037,-87.702957162,"(41.764295036756856, -87.70295716211793)"
DIVERSEY AND AUSTIN,1453,6000 W DIVERSEY AVENUE,12/22/2014,2,1135895.736169343,1918029.70673837,41.931248624,-87.776028612,"(41.931248623643455, -87.77602861172493)"
63RD AND STATE,2712,6300 S STATE ST,12/22/2014,6,1177303.801895084,1863220.216755923,41.780008277,-87.625522512,"(41.78000827740796, -87.6255225119157)"
4700 WESTERN,2141,4700 S WESTERN AVENUE,12/22/2014,2,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)"
ARCHER AND CICERO,2081,5200 S CICERO AVE,12/22/2014,7,1145195.931989777,1869737.708306623,41.798558278,-87.743071866,"(41.798558278193305, -87.74307186616427)"
CALIFORNIA AND DIVERSEY,1513,2800 W DIVERSEY,12/22/2014,4,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
111TH AND HALSTED,2422,11100 S HALSTED ST,12/22/2014,5,1172923.657689312,1831209.044179248,41.692263123,-87.642522688,"(41.692263123425136, -87.6425226876268)"
AUSTIN AND IRVING PARK,1161,4000 N AUSTIN AVENUE,12/22/2014,1,1135599.956110927,1926006.862619986,41.953144059,-87.776925284,"(41.95314405904539, -87.77692528423394)"
WESTERN AND ARMITAGE,1861,2000 N WESTERN AVENUE,12/22/2014,1,1160006.66733459,1913226.418158186,41.917603818,-87.687557878,"(41.91760381794161, -87.68755787755686)"
ROOSEVELT AND HALSTED,2234,800 W ROOSEVELT ROAD,12/22/2014,7,1171199.282357741,1894968.056393724,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)"
71ST AND ASHLAND,2391,7100 S ASHLAND,12/22/2014,1,1166868.379865725,1857616.168087255,41.764859382,-87.663940176,"(41.764859382425385, -87.66394017630476)"
HAMLIN AND LAKE,1881,300 N HAMLIN AVENUE,12/22/2014,3,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
PULASKI AND ARCHER,2153,5000 S ARCHER AVE,12/22/2014,3,1150501.818909837,1871162.311703322,41.802365973,-87.723576766,"(41.80236597333895, -87.72357676611004)"
LAKE SHORE DR AND BELMONT,1412,3200 N LAKESHORE DRIV,12/22/2014,5,1173053.220555078,1921821.380831705,41.940909163,-87.63936916,"(41.94090916326764, -87.63936915995522)"
CENTRAL AND LAKE,1742,400 N CENTRAL AVENUE,12/22/2014,5,1138928.478257537,1902217.926149854,41.887804621,-87.765268498,"(41.88780462053497, -87.76526849810371)"
55TH and PULASKI,2242,5500 S PULASKI,12/22/2014,6,1150600.072649439,1867806.44512718,41.793155061,-87.723303765,"(41.793155060731024, -87.72330376464247)"
CENTRAL AND ADDISON,1682,3600 N CENTRAL AVENUE,12/22/2014,2,1138343.117435682,1923392.067464765,41.945919491,-87.766904594,"(41.945919490555106, -87.76690459426293)"
VAN BUREN AND WESTERN,2052,400 S WESTERN AVENUE,12/22/2014,39,1160431.682297829,1898091.942371589,41.876064776,-87.686415631,"(41.87606477642526, -87.68641563098768)"
HARLEM AND NORTHWEST HWY,1081,6400 N HARLEM AVE,12/22/2014,5,1127335.21218179,1941943.442727776,41.997018918,-87.806947715,"(41.99701891845275, -87.8069477154956)"
PULASKI AND PETERSON,1263,4000 W PETERSON AVENUE,12/22/2014,2,1148618.560490339,1939615.133928395,41.990244186,-87.728714391,"(41.99024418564742, -87.7287143910091)"
SHERIDAN AND FOSTER,1132,5200 N SHERIDAN ROAD,12/22/2014,1,1168661.623718229,1934753.842272756,41.976492721,-87.655133605,"(41.97649272077833, -87.65513360456677)"
HOLLYWOOD AND SHERIDAN,1344,1000 W HOLLYWOOD AVE,12/22/2014,16,1168580.228926466,1938090.295189338,41.985649799,-87.655335807,"(41.98564979859328, -87.65533580655139)"
CICERO AND ADDISON,1611,3600 N CICERO AVENUE,12/22/2014,2,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
JEFFERY AND 79TH,2663,2000 E 79TH STREET,12/22/2014,1,1190922.804327671,1853026.181924232,41.751716559,-87.575923074,"(41.751716559267784, -87.57592307446549)"
MADISON AND CENTRAL,1751,0 S CENTRAL AVENUE,12/22/2014,3,,,,,
MONTROSE AND WESTERN,1221,4400 N WESTERN AVENUE,12/22/2014,10,1159539.733234718,1929183.918095502,41.961401846,-87.688832623,"(41.961401846278505, -87.6888326227788)"
STATE AND 79TH,2654,1 E 79TH STREET,12/22/2014,13,1177680.113652821,1852598.313477786,41.750852096,-87.624463832,"(41.75085209551078, -87.62446383210285)"
DAMEN AND 63RD,2701,6300 S DAMEN AVENUE,12/22/2014,3,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)"
KEDZIE AND 71ST,2354,3200 W 71ST STREET,12/22/2014,1,1156246.862901455,1857404.014959868,41.764497433,-87.702877023,"(41.76449743256955, -87.70287702335861)"
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,12/22/2014,5,,,,,
CORTLAND AND ASHLAND,1721,1900 N ASHLAND AVE,12/22/2014,8,1165348.084854857,1912736.454335569,41.916147281,-87.667947354,"(41.91614728095272, -87.66794735350443)"
CICERO AND 47TH,2204,4800 W 47TH ST,12/22/2014,7,1145130.048925744,1873078.44198302,41.807727017,-87.743229366,"(41.80772701677172, -87.74322936566276)"
ELSTON AND ADDISON,1402,3600 N ELSTON AVE,12/22/2014,1,1154106.95251778,1923731.036211081,41.946549165,-87.708952626,"(41.94654916480637, -87.70895262603513)"
CENTRAL AND FULLERTON,1442,2400 N CENTRAL AVENUE,12/22/2014,1,1138603.468418662,1915431.058212414,41.924068922,-87.766141214,"(41.92406892227644, -87.76614121413186)"
ROOSEVELT AND PULASKI,2314,4000 W ROOSEVELT ROAD,12/22/2014,6,1149885.032049683,1894449.464076882,41.866281003,-87.72523422,"(41.866281002664536, -87.72523421983905)"
BELMONT AND KEDZIE,1373,3200 W BELMONT,12/22/2014,2,1154461.587940363,1921143.091003516,41.939440561,-87.707718516,"(41.93944056117365, -87.70771851630873)"
LINCOLN AND MCCORMICK,2751,6200 N LINCOLN AVENUE,12/22/2014,15,1152551.008921873,1941175.933038791,41.994450004,-87.714208439,"(41.9944500041165, -87.71420843920934)"
SACRAMENTO AND LAKE,1821,150 N SACRAMENTO BOUL,12/22/2014,8,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
ROOSEVELT AND PULASKI,2311,1200 S PULASKI ROAD,12/22/2014,1,1149866.002247864,1894375.839200384,41.866079337,-87.725305995,"(41.86607933722178, -87.7253059948758)"
ASHLAND AND ARCHER,2302,3100 S ARCHER AVENUE,12/22/2014,4,1166129.031970482,1884166.613649776,41.837732675,-87.66589445,"(41.83773267497158, -87.66589444999927)"
PULASKI AND IRVING PARK,1574,4000 W IRVING PARK RD,12/22/2014,4,1148988.727877253,1926320.954938409,41.953756874,-87.727698513,"(41.95375687447515, -87.72769851312907)"
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,12/22/2014,8,,,,,
LASALLE AND KINZIE,1923,140 W KINZIE,12/22/2014,4,1175048.09765242,1903028.894760294,41.889297219,-87.632601648,"(41.88929721947309, -87.63260164817305)"
CICERO AND NORTH,2033,4800 W NORTH AVENUE,12/22/2014,7,1144053.733747163,1910243.80567041,41.90973389,-87.746244973,"(41.909733890131285, -87.74624497295898)"
ASHLAND AND FULLERTON,1651,2400 N ASHLAND AVENUE,12/22/2014,7,1165228.073342838,1916032.319169157,41.92519389,-87.668294363,"(41.92519388981048, -87.66829436339881)"
CHICAGO AND CLARK,1964,100 W CHICAGO AVENUE,12/22/2014,2,1175374.528739575,1905745.47783364,41.896744347,-87.631321248,"(41.896744346875806, -87.63132124815151)"
HAMLIN AND MADISON,1903,3800 W MADISON STREET,12/22/2014,3,1151032.709141294,1899784.033986533,41.880897273,-87.720881226,"(41.880897273491264, -87.72088122613924)"
CICERO AND CHICAGO,1781,800 N CICERO AVENUE,12/22/2014,3,1144169.162482127,1904893.189220372,41.895049038,-87.745955516,"(41.89504903796389, -87.74595551626888)"
HALSTED AND 83RD,2642,8300 S HALSTED STREET,12/22/2014,2,1172378.202798089,1849790.199606783,41.743264491,-87.64397498,"(41.743264490643654, -87.64397498015705)"
BROADWAY/SHERIDAN AND DEVON,1122,6400 N SHERIDAN ROAD,12/22/2014,4,1167087.151194129,1942658.704988689,41.998217921,-87.660695256,"(41.99821792053241, -87.6606952555721)"
CENTRAL AND LAKE,1743,5600 W LAKE STREET,12/22/2014,1,1138951.495695032,1902230.510465733,41.887838735,-87.765183663,"(41.887838735330206, -87.76518366338465)"
PULASKI AND BELMONT,1382,3200 N PULASKI RD,12/22/2014,2,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)"
119TH AND HALSTED,2402,11900 S HALSTED,12/22/2014,2,1173094.774616191,1825911.054609338,41.677720829,-87.642051845,"(41.67772082924762, -87.64205184498218)"
CICERO AND 47TH,2202,4700 S CICERO AVE,12/22/2014,1,1145112.150373471,1873006.659918126,41.807530373,-87.743296821,"(41.80753037289406, -87.7432968212423)"
115TH AND HALSTED,2552,11500 S HALSTED STREE,12/22/2014,9,,,,,
HALSTED AND 83RD,2641,8300 S HALSTED STREET,12/22/2014,3,1172378.202798089,1849790.199606783,41.743264491,-87.64397498,"(41.743264490643654, -87.64397498015705)"
ASHLAND AND ARCHER,2301,3100 S ASHLAND AVENUE,12/22/2014,5,1166131.325337548,1884126.42490739,41.837622344,-87.665887181,"(41.83762234415814, -87.66588718054551)"
83RD AND STONY ISLAND,2562,8300 S STONY ISLAND A,12/22/2014,17,1188212.052384068,1850245.675393851,41.744151639,-87.585945067,"(41.744151639041974, -87.58594506695293)"
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,12/22/2014,2,,,,,
KEDZIE AND 47TH,2104,3200 W 47TH ST,12/22/2014,4,1155815.231505056,1873336.169728074,41.808226246,-87.704031672,"(41.808226246244026, -87.70403167215984)"
WESTERN AND DEVON,1211,6400 N WESTERN AVENUE,12/22/2014,1,1159113.585759434,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)"
KEDZIE AND 26TH,2382,2600 S KEDZIE AVENUE,12/22/2014,8,1155404.235510285,1886524.460033054,41.844424831,-87.705185452,"(41.84442483084393, -87.70518545233183)"
ASHLAND AND 95TH,2473,1600 W 95TH STREET,12/22/2014,1,1167323.753394196,1841755.029221382,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)"
HALSTED AND MADISON,1872,1 N HALSTED STREET,12/22/2014,6,1171090.967986833,1900270.454015136,41.881815632,-87.647214717,"(41.88181563164203, -87.64721471704077)"
DAMEN AND FULLERTON,1663,2000 W FULLERTON AVE,12/22/2014,6,1162596.935552891,1915990.579747891,41.925134944,-87.677963546,"(41.92513494374925, -87.67796354553815)"
CLARK AND FULLERTON,1632,2400 N CLARK ST,12/22/2014,5,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)"
STONY ISLAND/CORNELL AND 67TH,2721,6700 S STONY ISLAND A,12/22/2014,5,1187984.143047539,1860863.338367666,41.773292896,-87.586442368,"(41.77329289585066, -87.58644236831432)"
MONTROSE AND WESTERN,1224,2400 W MONTROSE AVENUE,12/22/2014,1,1159562.971802959,1929191.337701253,41.961421726,-87.68874698,"(41.961421726406314, -87.68874697983858)"
OGDEN AND KOSTNER,2223,4400 W OGDEN AVENUE,12/22/2014,5,1147406.592439224,1887689.099869462,41.847777523,-87.734505969,"(41.84777752280453, -87.73450596874825)"
LARAMIE AND MADISON,2043,5200 W MADISON STREET,12/22/2014,4,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)"
CALIFORNIA AND DEVON,1323,2800 W DEVON AVENUE,12/22/2014,2,1156484.528078038,1942377.980662191,41.997669523,-87.699706423,"(41.99766952286052, -87.69970642324591)"
VINCENNES AND 111TH,2531,11100 S VINCENNES AVE,12/22/2014,3,1167202.128381332,1831126.639262444,41.692160999,-87.663472469,"(41.69216099874656, -87.66347246868617)"
MILWAUKEE AND DEVON,1272,6400 N MILWAUKEE AVEN,12/22/2014,2,1132463.750397878,1942107.911507627,41.997382173,-87.788077674,"(41.99738217345368, -87.78807767391953)"
KEDZIE AND 63RD,2361,6300 S KEDZIE AVE,12/22/2014,2,1156097.505177228,1862668.051775093,41.77894575,-87.703283119,"(41.77894575017997, -87.70328311900342)"
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,12/22/2014,1,,,,,
KOSTNER AND NORTH,2012,4400 W GRAND AVE,12/22/2014,1,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)"
LARAMIE AND MADISON,2044,5200 W MADISON STREET,12/22/2014,12,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)"
55TH AND WESTERN,2213,2400 W 55TH STREET,12/22/2014,2,1161277.012730599,1868185.749490228,41.793981347,-87.684141741,"(41.7939813465735, -87.68414174128355)"
KOSTNER AND NORTH,2011,1600 N KOSTNER,12/22/2014,1,1146732.108679105,1910282.120990798,41.909788304,-87.736404667,"(41.90978830394343, -87.73640466739216)"
STONEY ISLAND AND 79TH,2461,7900 S SOUTH CHICAGO AVE,12/22/2014,1,1188274.655498937,1852865.685797892,41.751339705,-87.585632266,"(41.751339704589455, -87.58563226565187)"
STONEY ISLAND AND 76TH,2631,7600 S STONY ISLAND A,12/22/2014,9,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
HALSTED AND MADISON,1871,1 S HALSTED STREET,12/22/2014,11,1171092.392868784,1900234.542088741,41.881717056,-87.647210539,"(41.88171705561901, -87.64721053920604)"
CICERO AND PETERSON,1204,4800 W PETERSON AVENUE,12/22/2014,1,1143273.766829016,1939491.944645127,41.990008007,-87.748376951,"(41.99000800729908, -87.74837695118997)"
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,12/22/2014,19,,,,,
PULASKI AND MONTROSE,1294,4000 W MONTROSE AVENUE,12/22/2014,1,1148917.521854602,1928980.338532162,41.961055804,-87.727891206,"(41.96105580370759, -87.72789120598296)"
55TH and PULASKI,2244,4000 W 55TH ST,12/22/2014,3,1150621.676903861,1867864.274865394,41.793313334,-87.723223038,"(41.79331333358753, -87.72322303812588)"
HALSTED AND 95TH,2582,9500 S HALSTED STREET,12/22/2014,1,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)"
ASHLAND AND DIVISION,1791,1200 N ASHLAND AVENUE,12/22/2014,1,1165466.997046718,1908083.767015974,41.903377468,-87.667643142,"(41.903377467566784, -87.66764314227497)"
CORNELL DRIVE AND 57TH,2182,5700 S CORNELL DRIVE,12/22/2014,11,1188165.732740433,1867529.196427323,41.791580204,-87.585564215,"(41.79158020433135, -87.58556421519536)"
ASHLAND AND DIVERSEY,1621,2800 N ASHLAND AVENUE,12/22/2014,15,1165139.964068357,1918674.245501741,41.932445362,-87.66854285,"(41.93244536200095, -87.6685428496422)"
CICERO AND I55,2252,4200 S CICERO AVENUE,12/22/2014,7,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)"
ADDISON AND HARLEM,1591,3600 N HARLEM AVENUE,12/22/2014,6,1127394.594070737,1923110.532422811,41.945338412,-87.807154769,"(41.94533841246591, -87.80715476912044)"
ROOSEVELT AND KOSTNER,2321,1200 S KOSTNER,12/22/2014,3,1147196.304001978,1894305.883269746,41.865938839,-87.735108549,"(41.8659388389088, -87.73510854901264)"
CICERO AND WASHINGTON,1891,100 N CICERO AVENUE,12/22/2014,6,1144328.984091479,1900095.170838459,41.88187971,-87.745489247,"(41.88187970991601, -87.7454892473012)"
PULASKI AND ARCHER,2154,5000 S ARCHER AVE,12/22/2014,5,1150501.818909837,1871162.311703322,41.802365973,-87.723576766,"(41.80236597333895, -87.72357676611004)"
KEDZIE AND 31ST,2134,3200 W 31ST STREET,12/22/2014,2,1155487.128005646,1883943.061106793,41.8373395,-87.704950558,"(41.83733950029648, -87.70495055800411)"
PULASKI AND FOSTER,1104,4000 W FOSTER AVE,12/22/2014,1,1148759.16134887,1934294.249006446,41.975640616,-87.728335469,"(41.975640616231914, -87.72833546926573)"
PULASKI AND PETERSON,1262,6000 N PULASKI ROAD,12/22/2014,2,1148598.016685695,1939584.645960177,41.990160923,-87.728790748,"(41.99016092280557, -87.72879074759867)"
PULASKI AND ARMITAGE,1843,4000 W ARMITAGE AVENUE,12/22/2014,2,1149375.428872108,1913028.984273181,41.917275069,-87.726622746,"(41.91727506940875, -87.72662274644799)"
WENTWORTH AND GARFIELD,2264,200 W GARFIELD BLVD,12/22/2014,8,1175889.574397302,1868551.750512227,41.794670385,-87.630547476,"(41.79467038468937, -87.63054747605638)"
MILWAUKEE AND MONTROSE,1364,5075 W MONTROSE AVENUE,12/22/2014,2,1141716.746618898,1928736.076639057,41.960522088,-87.754371424,"(41.96052208819935, -87.75437142402293)"
VINCENNES AND 111TH,2532,11100 S VINCENNES AVE,12/22/2014,7,1167202.128381332,1831126.639262444,41.692160999,-87.663472469,"(41.69216099874656, -87.66347246868617)"
ASHLAND AND 95TH,2472,9500 S ASHLAND AVENUE,12/22/2014,3,1167295.830128711,1841695.121217916,41.721160612,-87.662828139,"(41.72116061205213, -87.66282813939165)"
PULASKI AND FOSTER,1102,5200 N PULASKI RD,12/22/2014,3,1148746.251286324,1934286.914361976,41.97562074,-87.728383135,"(41.97562073966174, -87.72838313514907)"
