,Neighborhood,Unnamed: 0.1.1.1,closed,closed_date,coordinates,duplicate_verified,lat,long,mobile_web_status,open,override_duplicate,requested_datetime,sap_problem_type,service_name,status_description,Duration to Close (Hrs),Neighborhood Prices
14911,Bay Park,,1.0,2017-01-18 00:03:00,32.80739803698047-117.2007104539673,1.0,32.807398037,-117.200710454,Closed,0.0,0.0,2017-01-04 11:04:00,Pothole,Pothole,Closed,324.98333333333335,435.0
14912,Bay Park,,1.0,2017-04-29 14:02:00,32.8107794-117.2007233,1.0,32.8107794,-117.2007233,Closed,0.0,0.0,2017-01-04 10:47:00,Pothole,Pothole,Closed,2763.25,435.0
14913,Golden Hill,,1.0,2017-02-15 00:03:00,32.716923442270556-117.12697679108088,0.0,32.7169234423,-117.126976791,Closed,0.0,0.0,2017-01-04 10:27:00,Pothole,Pothole,Closed,997.6,432.0
14914,Golden Hill,,1.0,2017-02-03 22:00:00,32.714765211868986-117.12629532718324,0.0,32.7147652119,-117.12629532700001,Closed,0.0,1.0,2017-01-04 10:24:00,Pothole,Pothole,Closed,731.6,432.0
14915,Mission Valley East,,1.0,2017-02-07 00:02:00,32.772225-117.1578,0.0,32.772225,-117.1578,Closed,0.0,1.0,2017-01-04 10:15:00,Pothole,Pothole,Closed,805.7833333333333,366.0
14916,North Clairemont,,1.0,2017-02-03 23:33:00,32.82906289064385-117.1979877887952,0.0,32.8290628906,-117.197987789,Closed,0.0,0.0,2017-01-04 09:25:00,Pothole,Pothole,Closed,734.1333333333333,431.0
14917,Core-Columbia,,1.0,2017-02-03 22:00:00,32.71146529125781-117.15557365341198,0.0,32.7114652913,-117.15557365299999,Closed,0.0,0.0,2017-01-04 08:52:00,Pothole,Pothole,Closed,733.1333333333333,606.0
14918,Bay Park,,1.0,2017-02-14 00:02:00,32.79363470773969-117.19586914288328,1.0,32.7936347077,-117.195869143,Closed,0.0,0.0,2017-01-04 08:49:00,Pothole,Pothole,Closed,975.2166666666667,435.0
14919,Oak Park,,1.0,2017-02-03 23:31:00,32.729193-117.080424,0.0,32.729193,-117.080424,Closed,0.0,1.0,2017-01-04 08:40:00,Pothole,Pothole,Closed,734.85,314.0
14921,La Playa,,1.0,2017-02-16 00:02:00,32.7222734-117.2308782,0.0,32.7222734,-117.2308782,Closed,0.0,0.0,2017-01-04 08:25:00,Pothole,Pothole,Closed,1023.6166666666667,710.0
14922,Bay Park,,1.0,2017-01-10 00:02:00,32.811114-117.200345,1.0,32.811114,-117.200345,Closed,0.0,0.0,2017-01-04 08:10:00,Pothole,Pothole,Closed,135.86666666666667,435.0
14923,University City,,1.0,2017-02-03 00:02:00,32.86671919285587-117.2137938347805,0.0,32.8667191929,-117.213793835,Closed,0.0,0.0,2017-01-04 07:49:00,Pothole,Pothole,Closed,712.2166666666667,417.0
14924,Clairemont Mesa West,,1.0,2017-01-10 00:02:00,32.819251-117.182328,1.0,32.819251,-117.182328,Closed,0.0,0.0,2017-01-04 07:42:00,Pothole,Pothole,Closed,136.33333333333334,384.0
14925,Bay Ho,,1.0,2017-05-16 00:03:00,32.825027-117.206183,1.0,32.825027,-117.20618300000001,Closed,0.0,0.0,2017-01-04 07:40:00,Pothole,Pothole,Closed,3160.383333333333,434.0
14926,Kearny Mesa,,1.0,2017-02-03 22:00:00,32.826304-117.154575,0.0,32.826304,-117.154575,Closed,0.0,0.0,2017-01-04 07:28:00,Pothole,Pothole,Closed,734.5333333333333,355.0
14927,Kearny Mesa,,1.0,2017-02-02 15:58:00,32.827109-117.154377,0.0,32.827109,-117.154377,Closed,0.0,0.0,2017-01-04 07:26:00,Pothole,Pothole,Closed,704.5333333333333,355.0
14928,Kearny Mesa,,1.0,2017-02-03 21:59:00,32.83102-117.153226,1.0,32.83102,-117.153226,Closed,0.0,0.0,2017-01-04 07:24:00,Pothole,Pothole,Closed,734.5833333333335,355.0
14929,Loma Portal,,1.0,2017-02-15 00:03:00,32.751315-117.236136,1.0,32.751315000000005,-117.23613600000002,Closed,0.0,0.0,2017-01-04 07:04:00,Pothole,Pothole,Closed,1000.9833333333332,507.0
14930,Scripps Ranch,,1.0,2017-01-18 00:03:00,32.89980615843376-117.0984126091345,1.0,32.899806158400004,-117.098412609,Closed,0.0,0.0,2017-01-04 06:38:00,Pothole,Pothole,Closed,329.4166666666667,348.0
14931,Lake Murray,,1.0,2017-02-07 00:02:00,32.80373178688074-117.03611123757321,0.0,32.8037317869,-117.03611123799999,Closed,0.0,1.0,2017-01-04 06:35:00,Pothole,Pothole,Closed,809.45,342.0
14932,Pacific Beach,,1.0,2017-01-18 00:03:00,32.79933361680515-117.2334348166126,1.0,32.7993336168,-117.233434817,Closed,0.0,0.0,2017-01-04 06:26:00,Pothole,Pothole,Closed,329.6166666666667,522.0
14933,Pacific Beach,,1.0,2017-02-03 23:31:00,32.806994808304786-117.24895744247436,0.0,32.8069948083,-117.248957442,Closed,0.0,0.0,2017-01-04 04:18:00,Pothole,Pothole,Closed,739.2166666666667,522.0
14934,Sorrento Valley,,1.0,2017-02-04 00:02:00,32.90272505751723-117.22151457672118,1.0,32.9027250575,-117.22151457700001,Closed,0.0,0.0,2017-01-04 00:08:00,Pothole,Pothole,Closed,743.9,360.0
14935,Mission Valley East,,1.0,2017-02-07 00:03:00,32.77196221007456-117.15813677675158,1.0,32.7719622101,-117.15813677700001,Closed,0.0,0.0,2017-01-03 22:03:00,Pothole,Pothole,Closed,818.0,366.0
14936,Midway District,,1.0,2017-01-21 00:02:00,32.75150061392817-117.2049401522216,0.0,32.7515006139,-117.204940152,Closed,0.0,1.0,2017-01-03 21:51:00,Pothole,Pothole,Closed,410.1833333333333,421.0
14937,Pacific Beach,,1.0,2017-01-18 00:03:00,32.79956200163141-117.2332372517485,1.0,32.7995620016,-117.23323725200001,Closed,0.0,0.0,2017-01-03 20:35:00,Pothole,Pothole,Closed,339.46666666666664,522.0
14938,Rancho Bernardo,,1.0,2017-02-07 00:02:00,33.022357362087845-117.07450283979608,0.0,33.0223573621,-117.07450284,Closed,0.0,0.0,2017-01-03 20:35:00,Pothole,Pothole,Closed,819.45,335.0
14939,Rancho Bernardo,,1.0,2017-02-09 00:03:00,33.00031998142717-117.08698137931924,1.0,33.0003199814,-117.086981379,Closed,0.0,0.0,2017-01-03 20:33:00,Pothole,Pothole,Closed,867.5,335.0
14940,Rancho Bernardo,,1.0,2017-02-08 11:39:00,33.03695880796581-117.07466979303308,1.0,33.036958808,-117.074669793,Closed,0.0,0.0,2017-01-03 20:31:00,Pothole,Pothole,Closed,855.1333333333333,335.0
14941,Bay Park,,1.0,2017-01-18 00:03:00,32.79228646877914-117.19670354451682,1.0,32.7922864688,-117.196703545,Closed,0.0,0.0,2017-01-03 20:09:00,Pothole,Pothole,Closed,339.9,435.0
14942,Bay Park,,1.0,2017-04-29 14:03:00,32.7913175737219-117.19796220220124,1.0,32.7913175737,-117.19796220200001,Closed,0.0,0.0,2017-01-03 20:07:00,Pothole,Pothole,Closed,2777.933333333333,435.0
14943,Bay Park,,1.0,2017-01-18 00:03:00,32.790948603764285-117.19881158994708,1.0,32.790948603800004,-117.19881159,Closed,0.0,0.0,2017-01-03 20:05:00,Pothole,Pothole,Closed,339.96666666666664,435.0
14944,Bay Park,,1.0,2017-01-18 00:03:00,32.7902506114285-117.2004888313014,1.0,32.7902506114,-117.200488831,Closed,0.0,0.0,2017-01-03 20:01:00,Pothole,Pothole,Closed,340.03333333333336,435.0
14945,Bay Park,,1.0,2017-02-14 00:02:00,32.79043262559492-117.20330550716965,1.0,32.7904326256,-117.20330550700001,Closed,0.0,0.0,2017-01-03 19:59:00,Pothole,Pothole,Closed,988.05,435.0
14946,Hillcrest,,1.0,2017-02-03 22:00:00,32.7500004-117.1604602,0.0,32.7500004,-117.16046019999999,Closed,0.0,1.0,2017-01-03 19:59:00,Pothole,Pothole,Closed,746.0166666666668,453.0
14947,Hillcrest,,1.0,2017-02-03 22:00:00,32.7499547-117.165056,0.0,32.7499547,-117.165056,Closed,0.0,0.0,2017-01-03 19:58:00,Pothole,Pothole,Closed,746.0333333333333,453.0
14948,Tierrasanta,,1.0,2017-02-08 11:39:00,32.82702963826473-117.0962002746582,1.0,32.8270296383,-117.096200275,Closed,0.0,0.0,2017-01-03 19:38:00,Pothole,Pothole,Closed,856.0166666666668,342.0
14949,Bay Park,,1.0,2017-01-18 00:03:00,32.7892949-117.2035041,0.0,32.789294899999994,-117.2035041,Closed,0.0,1.0,2017-01-03 19:15:00,Pothole,Pothole,Closed,340.8,435.0
14950,Bay Park,,1.0,2017-01-18 00:03:00,32.80928248642694-117.20092790635988,1.0,32.8092824864,-117.200927906,Closed,0.0,0.0,2017-01-03 18:36:00,Pothole,Pothole,Closed,341.45,435.0
14951,Bay Park,,1.0,2017-02-14 00:02:00,32.7912978-117.1978976,0.0,32.7912978,-117.1978976,Closed,0.0,0.0,2017-01-03 18:29:00,Pothole,Pothole,Closed,989.55,435.0
14952,Bay Park,,1.0,2017-02-10 11:24:00,32.7927136-117.2065974,1.0,32.7927136,-117.20659740000002,Closed,0.0,0.0,2017-01-03 18:23:00,Pothole,Pothole,Closed,905.0166666666668,435.0
14953,Kearny Mesa,,1.0,2017-02-03 23:33:00,32.832063-117.132509,0.0,32.832063,-117.13250900000001,Closed,0.0,0.0,2017-01-03 18:01:00,Pothole,Pothole,Closed,749.5333333333333,355.0
14954,Clairemont Mesa East,,1.0,2017-05-10 00:03:00,32.82023582145762-117.1713709371817,1.0,32.8202358215,-117.171370937,Closed,0.0,0.0,2017-01-03 17:50:00,Pothole,Pothole,Closed,3030.2166666666667,392.0
14955,North Clairemont,,1.0,2017-01-25 00:03:00,32.837714147030894-117.19598100709455,1.0,32.837714147,-117.19598100700001,Closed,0.0,0.0,2017-01-03 17:45:00,Pothole,Pothole,Closed,510.3,431.0
14957,Talmadge,,1.0,2017-01-12 00:03:00,32.756071-117.09583,0.0,32.756071,-117.09583,Closed,0.0,0.0,2017-01-03 17:23:00,Pothole,Pothole,Closed,198.66666666666663,446.0
14958,Pacific Beach,,1.0,2017-01-13 00:03:00,32.79787607525518-117.24026035175397,0.0,32.7978760753,-117.240260352,Closed,0.0,0.0,2017-01-03 16:54:00,Pothole,Pothole,Closed,223.15,522.0
14959,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.807875-117.156715,0.0,32.807875,-117.15671499999999,Closed,0.0,0.0,2017-01-03 16:48:00,Pothole,Pothole,Closed,750.75,392.0
14960,Scripps Ranch,,1.0,2017-01-18 00:03:00,32.89997056947978-117.097830796547,1.0,32.8999705695,-117.09783079700001,Closed,0.0,0.0,2017-01-03 16:38:00,Pothole,Pothole,Closed,343.4166666666667,348.0
14961,Hillcrest,,1.0,2017-01-24 00:02:00,32.74851040950023-117.15123236101267,0.0,32.7485104095,-117.151232361,Closed,0.0,0.0,2017-01-03 16:22:00,Pothole,Pothole,Closed,487.66666666666674,453.0
14962,Pacific Beach,,1.0,2017-02-08 11:39:00,32.79972406044675-117.23195158675537,1.0,32.7997240604,-117.23195158700001,Closed,0.0,0.0,2017-01-03 16:21:00,Pothole,Pothole,Closed,859.3,522.0
14963,Hillcrest,,1.0,2017-02-03 22:00:00,32.749886105773754-117.16423182411194,0.0,32.7498861058,-117.164231824,Closed,0.0,0.0,2017-01-03 16:19:00,Pothole,Pothole,Closed,749.6833333333333,453.0
14964,Bay Ho,,1.0,2017-04-29 14:02:00,32.81173512423743-117.20098440319971,1.0,32.8117351242,-117.20098440299999,Closed,0.0,0.0,2017-01-03 16:14:00,Pothole,Pothole,Closed,2781.8,434.0
14966,Midway District,,1.0,2017-01-21 00:02:00,32.75152132848164-117.2047578434421,0.0,32.7515213285,-117.204757843,Closed,0.0,1.0,2017-01-03 16:04:00,Pothole,Pothole,Closed,415.9666666666666,421.0
14967,Bay Park,,1.0,2017-04-29 14:02:00,32.8108193-117.2009254,1.0,32.81081930000001,-117.2009254,Closed,0.0,0.0,2017-01-03 16:02:00,Pothole,Pothole,Closed,2782.0,435.0
14969,Pacific Beach,,1.0,2017-02-08 11:39:00,32.7992128-117.2406701,0.0,32.7992128,-117.24067009999999,Closed,0.0,0.0,2017-01-03 15:47:00,Pothole,Pothole,Closed,859.8666666666667,522.0
14970,Pacific Beach,,1.0,2017-02-08 11:39:00,32.7985412-117.2404633,0.0,32.7985412,-117.24046329999999,Closed,0.0,0.0,2017-01-03 15:45:00,Pothole,Pothole,Closed,859.9,522.0
14971,Bay Park,,1.0,2017-02-14 00:02:00,32.7942789299719-117.1943185665805,1.0,32.79427893,-117.19431856700001,Closed,0.0,0.0,2017-01-03 15:43:00,Pothole,Pothole,Closed,992.3166666666667,435.0
14972,North Park,,1.0,2017-01-24 00:02:00,32.75729649047568-117.12772021474815,0.0,32.7572964905,-117.127720215,Closed,0.0,0.0,2017-01-03 14:49:00,Pothole,Pothole,Closed,489.2166666666666,465.0
14973,Core-Columbia,,1.0,2017-02-14 00:02:00,32.718993717722554-117.1616032592774,0.0,32.7189937177,-117.161603259,Closed,0.0,1.0,2017-01-03 14:45:00,Pothole,Pothole,Closed,993.2833333333333,606.0
14974,Encanto,,1.0,2017-02-10 11:24:00,32.726172-117.057243,1.0,32.726172,-117.057243,Closed,0.0,0.0,2017-01-03 14:42:00,Pothole,Pothole,Closed,908.7,312.0
14975,Bay Park,,1.0,2017-02-14 00:02:00,32.79228646877914-117.19670354451682,1.0,32.7922864688,-117.196703545,Closed,0.0,0.0,2017-01-03 14:42:00,Pothole,Pothole,Closed,993.3333333333335,435.0
14977,Mira Mesa,,1.0,2017-01-25 00:03:00,32.915609-117.158854,0.0,32.915609,-117.158854,Closed,0.0,0.0,2017-01-03 14:34:00,Pothole,Pothole,Closed,513.4833333333332,363.0
14978,Rancho Penasquitos,,1.0,2017-02-10 11:24:00,32.987391514341056-117.09076798678586,1.0,32.9873915143,-117.090767987,Closed,0.0,1.0,2017-01-03 14:33:00,Pothole,Pothole,Closed,908.85,354.0
14979,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.82948097958069-117.1909032521454,1.0,32.8294809796,-117.19090325200001,Closed,0.0,0.0,2017-01-03 14:27:00,Pothole,Pothole,Closed,753.1,392.0
14980,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.830808-117.1904,1.0,32.830808000000005,-117.1904,Closed,0.0,0.0,2017-01-03 14:26:00,Pothole,Pothole,Closed,753.1166666666667,392.0
14981,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.831286-117.190834,1.0,32.831286,-117.19083400000001,Closed,0.0,0.0,2017-01-03 14:26:00,Pothole,Pothole,Closed,753.1166666666667,392.0
14982,Kearny Mesa,,1.0,2017-01-24 00:02:00,32.8330437959397-117.16809272010192,0.0,32.833043795900004,-117.16809272,Closed,0.0,1.0,2017-01-03 14:24:00,Pothole,Pothole,Closed,489.63333333333327,355.0
14983,Clairemont Mesa East,,1.0,2017-02-22 00:03:00,32.83392620000001-117.1739753,1.0,32.8339262,-117.17397530000001,Closed,0.0,0.0,2017-01-03 14:20:00,Pothole,Pothole,Closed,1185.7166666666667,392.0
14984,Clairemont Mesa East,,1.0,2017-02-03 00:02:00,32.832343-117.186599,1.0,32.832343,-117.186599,Closed,0.0,0.0,2017-01-03 14:19:00,Pothole,Pothole,Closed,729.7166666666667,392.0
14985,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.8321685-117.1865175,1.0,32.8321685,-117.18651750000001,Closed,0.0,0.0,2017-01-03 14:19:00,Pothole,Pothole,Closed,753.2333333333332,392.0
14986,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.831781-117.188224,0.0,32.831781,-117.188224,Closed,0.0,0.0,2017-01-03 14:18:00,Pothole,Pothole,Closed,753.25,392.0
14987,Clairemont Mesa East,,1.0,2017-02-03 00:02:00,32.8319519-117.1873758,1.0,32.8319519,-117.1873758,Closed,0.0,0.0,2017-01-03 14:17:00,Pothole,Pothole,Closed,729.75,392.0
14988,Carmel Valley,,1.0,2017-02-03 00:02:00,32.95158223156327-117.22886419629515,0.0,32.9515822316,-117.228864196,Closed,0.0,0.0,2017-01-03 14:17:00,Pothole,Pothole,Closed,729.75,446.0
14989,Clairemont Mesa East,,1.0,2017-02-03 00:02:00,32.831593-117.188616,0.0,32.831593,-117.188616,Closed,0.0,0.0,2017-01-03 14:17:00,Pothole,Pothole,Closed,729.75,392.0
14990,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.832222-117.188002,1.0,32.832221999999994,-117.188002,Closed,0.0,0.0,2017-01-03 14:15:00,Pothole,Pothole,Closed,753.3,392.0
14991,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.8321309-117.188219,1.0,32.8321309,-117.18821899999999,Closed,0.0,0.0,2017-01-03 14:15:00,Pothole,Pothole,Closed,753.3,392.0
14992,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.832029-117.188431,1.0,32.832029,-117.18843100000001,Closed,0.0,0.0,2017-01-03 14:14:00,Pothole,Pothole,Closed,753.3166666666667,392.0
14993,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.831926-117.188646,1.0,32.831926,-117.18864599999999,Closed,0.0,0.0,2017-01-03 14:14:00,Pothole,Pothole,Closed,753.3166666666667,392.0
14994,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.831825-117.188856,1.0,32.831825,-117.188856,Closed,0.0,0.0,2017-01-03 14:14:00,Pothole,Pothole,Closed,753.3166666666667,392.0
14995,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.8315784-117.1895082,0.0,32.8315784,-117.18950819999999,Closed,0.0,0.0,2017-01-03 14:13:00,Pothole,Pothole,Closed,753.3333333333335,392.0
14996,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.831336-117.189837,0.0,32.831336,-117.18983700000001,Closed,0.0,0.0,2017-01-03 14:12:00,Pothole,Pothole,Closed,753.35,392.0
14997,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.831084-117.190147,1.0,32.831084000000004,-117.190147,Closed,0.0,0.0,2017-01-03 14:12:00,Pothole,Pothole,Closed,753.35,392.0
14998,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.830943-117.190271,0.0,32.830943,-117.190271,Closed,0.0,0.0,2017-01-03 14:11:00,Pothole,Pothole,Closed,753.3666666666667,392.0
14999,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.82951882062888-117.19089352645875,0.0,32.8295188206,-117.19089352600001,Closed,0.0,0.0,2017-01-03 14:09:00,Pothole,Pothole,Closed,753.4,392.0
15000,Mira Mesa,,1.0,2017-02-03 23:33:00,32.90831730150203-117.1329450067459,0.0,32.9083173015,-117.132945007,Closed,0.0,1.0,2017-01-03 14:02:00,Pothole,Pothole,Closed,753.5166666666668,363.0
15001,Mira Mesa,,1.0,2017-02-02 15:58:00,32.90546099811997-117.13029189416505,0.0,32.9054609981,-117.130291894,Closed,0.0,0.0,2017-01-03 13:59:00,Pothole,Pothole,Closed,721.9833333333332,363.0
15002,Encanto,,1.0,2017-02-10 11:24:00,32.726081-117.057381,0.0,32.726081,-117.057381,Closed,0.0,0.0,2017-01-03 13:58:00,Pothole,Pothole,Closed,909.4333333333333,312.0
15003,Sabre Springs,,1.0,2017-01-19 00:02:00,32.945939996283535-117.07713503214536,0.0,32.9459399963,-117.077135032,Closed,0.0,0.0,2017-01-03 13:23:00,Pothole,Pothole,Closed,370.65,356.0
15004,Pacific Beach,,1.0,2017-02-08 11:39:00,32.8032844467394-117.2420604621221,0.0,32.8032844467,-117.24206046200001,Closed,0.0,1.0,2017-01-03 13:17:00,Pothole,Pothole,Closed,862.3666666666667,522.0
15006,University City,,1.0,2017-01-10 00:02:00,32.851384018841166-117.22555526693418,0.0,32.851384018800005,-117.225555267,Closed,0.0,0.0,2017-01-03 12:54:00,Pothole,Pothole,Closed,155.13333333333333,417.0
15007,University City,,1.0,2017-01-18 00:03:00,32.846202920679325-117.21986845557251,1.0,32.8462029207,-117.219868456,Closed,0.0,0.0,2017-01-03 12:48:00,Pothole,Pothole,Closed,347.25,417.0
15010,Loma Portal,,1.0,2017-01-21 00:02:00,32.751568-117.236204,0.0,32.751568,-117.236204,Closed,0.0,1.0,2017-01-03 12:43:00,Pothole,Pothole,Closed,419.31666666666666,507.0
15012,Midway District,,1.0,2017-01-21 00:02:00,32.7515463924462-117.20471172256464,0.0,32.751546392399995,-117.20471172299999,Closed,0.0,1.0,2017-01-03 12:40:00,Pothole,Pothole,Closed,419.36666666666673,421.0
15013,Clairemont Mesa East,,1.0,2017-02-18 00:02:00,32.801764-117.155821,1.0,32.801764,-117.155821,Closed,0.0,0.0,2017-01-03 12:39:00,Pothole,Pothole,Closed,1091.3833333333334,392.0
15015,Tierrasanta,,1.0,2017-02-03 23:31:00,32.83032396970912-117.10624943890109,1.0,32.8303239697,-117.106249439,Closed,0.0,0.0,2017-01-03 12:26:00,Pothole,Pothole,Closed,755.0833333333335,342.0
15016,Kearny Mesa,,1.0,2017-02-03 21:59:00,32.83273742126997-117.15328298281867,1.0,32.8327374213,-117.153282983,Closed,0.0,0.0,2017-01-03 12:26:00,Pothole,Pothole,Closed,753.55,355.0
15017,Hillcrest,,1.0,2017-01-24 00:02:00,32.748397-117.160127,1.0,32.748397,-117.160127,Closed,0.0,0.0,2017-01-03 12:21:00,Pothole,Pothole,Closed,491.6833333333333,453.0
15018,Tierrasanta,,1.0,2017-02-07 00:02:00,32.828616362383414-117.08950548095703,0.0,32.8286163624,-117.089505481,Closed,0.0,0.0,2017-01-03 12:18:00,Pothole,Pothole,Closed,827.7333333333332,342.0
15019,Tierrasanta,,1.0,2017-02-03 23:31:00,32.82702963826473-117.09414033813476,0.0,32.8270296383,-117.09414033799999,Closed,0.0,1.0,2017-01-03 12:14:00,Pothole,Pothole,Closed,755.2833333333333,342.0
15020,Tierrasanta,,1.0,2017-02-08 11:39:00,32.82645264064748-117.10409669799805,1.0,32.826452640599996,-117.10409669799999,Closed,0.0,0.0,2017-01-03 12:09:00,Pothole,Pothole,Closed,863.5,342.0
15021,Kearny Mesa,,1.0,2017-01-18 00:03:00,32.83301576734218-117.15121774597168,1.0,32.8330157673,-117.151217746,Closed,0.0,0.0,2017-01-03 12:05:00,Pothole,Pothole,Closed,347.96666666666664,355.0
15022,Tierrasanta,,1.0,2017-02-08 11:39:00,32.829626081153194-117.10392503662109,0.0,32.8296260812,-117.10392503700001,Closed,0.0,1.0,2017-01-03 11:59:00,Pothole,Pothole,Closed,863.6666666666665,342.0
15023,Rolando,,1.0,2017-02-03 00:02:00,32.763757-117.052774,0.0,32.763757,-117.052774,Closed,0.0,0.0,2017-01-03 11:56:00,Pothole,Pothole,Closed,732.1,376.0
15024,Clairemont Mesa East,,1.0,2017-02-03 23:33:00,32.802141-117.157372,0.0,32.802141,-117.157372,Closed,0.0,0.0,2017-01-03 11:46:00,Pothole,Pothole,Closed,755.7833333333333,392.0
15025,Mission Valley East,,1.0,2017-02-07 00:02:00,32.77263837679257-117.15740353743749,0.0,32.772638376799996,-117.15740353700001,Closed,0.0,0.0,2017-01-03 11:38:00,Pothole,Pothole,Closed,828.4,366.0
15026,Linda Vista,,1.0,2017-05-16 00:03:00,32.771514-117.1730559,1.0,32.771514,-117.17305590000001,Closed,0.0,1.0,2017-01-03 11:19:00,Pothole,Pothole,Closed,3180.733333333333,378.0
15027,Golden Hill,,1.0,2017-02-03 21:59:00,32.7167691-117.1399887,0.0,32.7167691,-117.1399887,Closed,0.0,0.0,2017-01-03 11:13:00,Pothole,Pothole,Closed,754.7666666666668,432.0
15028,Core-Columbia,,1.0,2017-02-03 21:59:00,32.715976-117.152417,0.0,32.715976,-117.15241699999999,Closed,0.0,0.0,2017-01-03 11:12:00,Pothole,Pothole,Closed,754.7833333333333,606.0
15029,Bay Park,,1.0,2017-01-18 00:03:00,32.79137428007701-117.1977729278893,0.0,32.7913742801,-117.19777292799999,Closed,0.0,1.0,2017-01-03 11:02:00,Pothole,Pothole,Closed,349.01666666666665,435.0
15030,Bay Park,,1.0,2017-01-18 00:03:00,32.79403439802524-117.1949263493965,0.0,32.794034398,-117.194926349,Closed,0.0,1.0,2017-01-03 11:01:00,Pothole,Pothole,Closed,349.03333333333336,435.0
15031,Sabre Springs,,1.0,2017-01-19 00:02:00,32.94622648473462-117.09146683374024,1.0,32.9462264847,-117.091466834,Closed,0.0,0.0,2017-01-03 11:00:00,Pothole,Pothole,Closed,373.03333333333336,356.0
15032,Bay Park,,1.0,2017-01-18 00:03:00,32.80303898270503-117.1981300694097,0.0,32.8030389827,-117.198130069,Closed,0.0,0.0,2017-01-03 10:53:00,Pothole,Pothole,Closed,349.16666666666674,435.0
15035,Clairemont Mesa East,,1.0,2016-10-12 00:02:00,32.8143037-117.1782715,0.0,32.8143037,-117.17827150000001,Closed,0.0,0.0,2016-09-15 14:51:00,Pothole,Pothole,Closed,633.1833333333333,392.0
15036,Normal Heights,,1.0,2016-10-13 00:02:00,32.760284-117.11774,0.0,32.76028400000001,-117.11774,Closed,0.0,0.0,2016-09-15 14:28:00,Pothole,Pothole,Closed,657.5666666666667,455.0
15037,Hillcrest,,1.0,2016-09-29 00:03:00,32.75001648816536-117.1590787825334,0.0,32.7500164882,-117.159078783,Closed,0.0,1.0,2016-09-15 13:54:00,Pothole,Pothole,Closed,322.15,453.0
15038,Rancho Penasquitos,,1.0,2016-10-13 00:02:00,32.975772-117.133848,0.0,32.975772,-117.133848,Closed,0.0,0.0,2016-09-15 13:11:00,Pothole,Pothole,Closed,658.85,354.0
15039,South Park,,1.0,2017-04-20 12:05:00,32.72034953817047-117.129409024601,0.0,32.720349538200004,-117.129409025,Closed,0.0,0.0,2016-05-22 08:56:00,Pothole,Pothole,Closed,7995.15,547.0
15040,North Clairemont,,1.0,2016-05-27 00:02:00,32.8377014-117.1960496,0.0,32.83770139999999,-117.19604960000001,Closed,0.0,0.0,2016-05-21 16:10:00,Pothole,Pothole,Closed,127.86666666666666,431.0
15041,University City,,1.0,2016-06-03 00:03:00,32.84319900000001-117.219921,0.0,32.843199,-117.219921,Closed,0.0,0.0,2016-05-21 15:41:00,Pothole,Pothole,Closed,296.3666666666667,417.0
15042,Pacific Beach,,1.0,2016-06-07 21:39:00,32.797547-117.243362,0.0,32.797546999999994,-117.243362,Closed,0.0,0.0,2016-05-21 13:44:00,Pothole,Pothole,Closed,415.91666666666674,522.0
15043,Mira Mesa,,1.0,2016-05-27 00:02:00,32.90744733004472-117.15443802153197,0.0,32.90744733,-117.15443802200001,Closed,0.0,0.0,2016-05-20 16:00:00,Pothole,Pothole,Closed,152.03333333333333,363.0
15045,Bay Ho,,1.0,2017-04-29 14:02:00,32.81173512423743-117.20098440319971,0.0,32.8117351242,-117.20098440299999,Closed,0.0,1.0,2016-05-20 12:26:00,Pothole,Pothole,Closed,8257.6,434.0
15046,Pacific Beach,,1.0,2016-06-21 00:03:00,32.7936785020489-117.25461594778027,0.0,32.793678502,-117.254615948,Closed,0.0,0.0,2016-05-20 11:58:00,Pothole,Pothole,Closed,756.0833333333335,522.0
15047,Del Mar Heights,,1.0,2016-05-25 22:37:00,32.95591580444838-117.25215208584706,0.0,32.9559158044,-117.25215208600001,Closed,0.0,0.0,2016-05-20 10:43:00,Pothole,Pothole,Closed,131.9,660.0
15048,Kensington,,1.0,2016-06-07 21:39:00,32.760285624878-117.10479778740407,0.0,32.7602856249,-117.10479778700001,Closed,0.0,0.0,2016-05-20 09:31:00,Pothole,Pothole,Closed,444.13333333333327,499.0
15049,El Cerrito,18.0,1.0,2017-05-17 00:02:00,32.75466-117.076662,1.0,32.75466,-117.07666200000001,Closed,0.0,0.0,2017-05-10 12:26:00,Pothole,Pothole,Closed,155.6,341.0
