,pole_id,sum_trans_amt,combined_parking_meter_data
341404,J-411,840,111877
341513,J-413,1105,107749
341623,J-415,725,107051
341731,J-417,950,98752
341841,J-501,1330,113307
341950,J-503,905,97826
342059,J-505,550,104112
342170,J-507,1320,109339
342286,J-600N,4780,690520
342399,J-600S,7594,1080094
342513,J-700S,4580,375550
342620,J-710,125,92284
342729,J-711,690,46835
342833,J-712,625,94153
342943,J-713,210,39790
343048,J-714,1065,88058
343155,J-716,680,88945
343259,J-800N,5925,717550
343372,J-800S,4150,467885
343482,J-900,440,69960
343591,J-900N,6474,593133
343704,J-900S,6050,647805
343818,J-902,565,75273
343930,JN-100,845,76944
344041,JN-102,590,81379
344154,JN-104,225,78532
344267,JN-3000,25,69723
344384,JN-3001,640,72440
344503,JN-3002,275,65309
344619,JN-3003,405,74198
344733,JN-3004,365,57915
344846,JN-3005,75,68961
344956,JN-3006,320,41409
345066,JN-524,75,61294
345179,K-301,920,97342
345295,K-302,450,105364
345409,K-303,770,103333
345521,K-305,475,95886
345630,K-306,675,106227
345748,K-307,850,94351
345859,K-308,960,108294
345972,K-309,1140,97823
346082,K-400,525,60665
346192,K-402,815,66894
346297,K-404,875,103843
346408,K-406,675,108120
346522,K-408,625,110832
346635,K-502,100,108591
346752,K-504,1025,106045
346864,K-515,25,99358
346977,K-517,1125,87471
347085,KA-4237,580,75459
347201,KA-4239,620,90074
347318,KA-4301,435,37087
347426,KA-4303,285,40366
347542,KA-4309,430,36681
347654,KA-4311,215,42232
347767,KL-300,600,38405
347864,KL-302,560,29848
347949,KL-304,110,35653
348044,KL-316,185,40463
348142,KL-318,240,39847
348245,KL-320,520,39681
348347,KL-322,250,40910
348451,KL-324,205,36249
348553,KL-326,215,30958
348648,KL-400,75,49731
348749,KL-402,25,43923
348854,KL-404,90,53299
348966,KL-406,215,50650
349078,KL-408,625,60457
349186,KL-418,150,54577
349288,KL-420,535,61511
349398,KL-422,615,71556
349510,KL-424,550,68170
349621,KL-426,800,65497
349726,KL-428,280,78725
349836,KL-507,645,29768
349906,KT-1125,150,39417
350011,KT-1205,690,86857
350117,KT-1207,500,84950
350223,KT-1209,730,94896
350333,KT-1211,590,107477
350443,KT-1213,965,103235
350555,KT-1214,125,35655
350651,KT-1215,525,99002
350765,KT-1216,30,38605
350869,KT-1217,680,105452
350981,KT-1223,1170,99277
351091,KT-1401,545,93123
351204,KT-1403,655,92509
351321,KT-1405,100,106486
351440,KT-1413,375,109029
351553,KT-1415,425,110201
351661,KT-1417,925,99790
351772,KT-1600W1,4414,687487
351891,KT-1600W2,5400,752646
352006,KT-1700W1,25,1224529
352123,KT-1700W2,175,823104
352242,KT-1705,1175,110904
352359,KT-1709,605,115925
352474,KT-1719,5,111514
352588,KT-1738,300,70780
352705,KT-1740,770,88385
352824,KT-1904,850,125505
352939,KT-1906,865,122996
353055,KT-1908,835,125987
353172,KT-1909,1210,108566
353287,KT-1910,535,121683
353405,KT-1912,1055,124488
353523,KT-1914,1069,124470
353643,KT-1916,70,124118
353763,KT-1918,500,72155
353880,KT-1920,105,75615
353997,KT-2000,1070,119778
354112,KT-2001,985,112217
354228,KT-2003,1210,114605
354347,KT-2004,240,118966
354463,KT-2006,1095,119173
354579,KT-2015,1215,115916
354695,KT-2017,750,122149
354811,KT-2100,375,76909
354926,KT-2116,1165,79587
355024,KT-2118,849,94924
355138,KT-2122,500,93675
355248,KT-2124,485,89705
355357,KT-2126,700,93413
355469,KT-2202,995,65245
355585,KT-2204,785,70409
355701,KT-2206,660,70635
355817,KT-2208,540,69345
355930,KT-2210,615,76494
356043,KT-2212,515,81204
356156,KT-2400W1,6120,851140
356276,KT-2400W2,7015,919654
356393,KT-2473,75,58915
356509,KT-2475,475,57070
356621,KT-2700,85,37930
356720,KT-2702,475,20485
356788,KT-2704,175,13419
356844,KT-2706,250,7259
356878,KT-2708,135,6765
356907,KT-2710,185,7565
356947,KT-2810,25,10224
357004,KT-609,1140,102346
357113,KT-611,925,108416
357225,KT-700E,7260,986019
357340,KT-700W,4245,921573
357455,KT-800E,7960,965563
357570,KT-800W,25,599965
357688,KT-900W,6310,973340
357804,LA-300,110,41225
357904,LA-301,250,70847
358018,LA-302,75,38255
358122,LA-304,125,36614
358229,LA-305,305,80359
358343,LA-306,465,33524
358445,LA-307,50,75241
358559,LA-308,95,38544
358674,LA-310,90,39048
358784,LA-312,155,43614
358899,LA-315,310,56980
359014,LA-400,80,67763
359129,LA-402,100,67268
359244,LA-404,250,83349
359359,LA-405,465,84290
359475,LA-406,15,88953
359588,LA-407,190,86833
359703,LA-408,400,94171
359820,LA-409,540,92019
359934,LA-410,785,100323
360053,LA-411,210,102681
360167,LA-412,690,102897
360282,LP-5800,265,102752
360396,LP-5802,310,94553
360511,LP-5804,75,90817
360619,LP-5806,275,91326
360734,LP-5808,80,81541
360836,LS-4200,250,27184
360931,LS-4202,125,16759
361009,LS-4204,250,19459
361086,LS-4206,150,15195
361161,LS-4208,40,21413
361255,LS-4220,250,45178
361362,LS-4222,5,30169
361452,LS-4224,110,28804
361550,LS-4226,455,32855
361646,LS-4228,45,31804
361750,LS-4230,20,37852
361853,LS-4232,250,40567
361962,LS-4234,100,47694
362075,LS-4236,250,49353
362187,LS-4238,25,46146
362299,LS-4240,125,40167
362404,LS-4303,200,49580
362518,M-4201,25,12095
362588,M-4203,25,10860
362651,M-4205,35,10970
362712,M-4207,125,10955
362769,M-4209,25,12269
362839,M-4211,70,18524
362917,M-4219,25,18532
362998,M-4221,75,23123
363091,M-4227,285,31731
363194,M-4229,75,35448
363298,M-4237,285,54272
363409,M-4239,660,43880
363520,M-4241,50,26028
363615,M-4243,210,53034
363723,M-4245,250,66830
363837,MA-1800,620,82747
363952,MA-1802,425,73161
364063,MD-2917,145,36904
364168,MD-2919,285,38434
364266,ME-1802,60,7930
364327,ME-1804,25,10240
364389,ME-1806,200,18075
364479,MN-1827,500,58543
364585,MN-1829,150,56349
364680,MN-2808,75,20113
364772,MN-2812,275,22410
364856,MN-2814,570,19298
364937,MN-2816,275,20074
365039,MN-2824,80,27280
365142,MN-2826,215,15360
365231,MN-2828,80,12275
365302,MN-2830,190,11099
365373,MN-2838,215,10228
365435,MN-2840,20,5710
365482,MN-2842,75,6435
365534,MO-1729,780,48935
365644,MO-1732,885,55742
365755,MO-1734,515,65647
365868,MO-1737,390,55188
365983,MO-1800,375,52682
366093,MO-1802,500,47333
366203,MP-300,125,25093
366271,MP-302,449,37384
366368,MP-304,550,29818
366462,MP-306,75,25654
366557,MP-308,145,24114
366644,MP-310,30,27129
366736,MP-312,60,30369
366838,MP-314,445,33640
366939,MP-316,220,35014
367044,MP-318,220,43904
367148,MP-404,410,75242
367256,MP-406,805,58127
367363,MP-411,300,79062
367477,MP-413,345,88076
367593,MP-503,945,94156
367704,MP-507,350,91741
367812,N-1001,700,106235
367928,N-1003,45,113076
368043,N-1005,50,106629
368159,N-1006,675,96524
368269,N-1008,50,103899
368384,N-1010,475,102649
368496,N-1012,625,93938
368609,N-1116,300,81145
368721,N-1118,50,80887
368826,N-1120,375,89276
368934,N-1122,320,94481
369043,N-1123,350,95029
369150,N-1124,505,87878
369260,N-1125,1025,97084
369371,N-1126,165,82566
369478,N-1127,250,89720
369581,N-1128,1050,70948
369680,N-1200,1130,41199
369772,N-1200W,2935,535598
369888,N-1202,70,44809
369992,N-1204,485,55259
370101,N-1207,100,93224
370212,N-1213,250,89359
370325,N-1301,645,105655
370437,N-1302,500,108343
370555,N-1306,550,100889
370669,N-1307,650,94399
370782,N-1309,515,92036
370896,N-1310,250,99481
371005,N-1316,410,92001
371119,N-1318,700,75417
371234,N-1320,204,93810
371352,N-1321,25,99776
371468,N-1322,600,95596
371579,N-1323,600,98009
371692,N-1325,995,105484
371807,N-1400,625,79522
371917,N-1402,695,90845
372031,N-1404,355,84471
372146,N-1405,25,74415
372260,N-1407,555,91034
372372,N-1409,110,87164
372488,N-1416,745,109146
372602,N-1418,555,109156
372716,N-1500E,9569,1434750
372832,N-1500W,5290,1046871
372949,N-1523,485,173118
373062,N-1525,50,161257
373179,N-1540,625,112981
373292,N-1542,625,105977
373405,N-1600E,8819,1350202
373523,N-1600W,7070,1325315
373639,N-1624,390,100624
373756,N-1626,1095,93734
373872,N-1635,920,123483
373987,N-1637,1125,127666
374102,N-1639,615,124203
374218,N-1641,715,128395
374334,N-1645,915,126283
374450,N-1647,1095,125396
374569,N-1712,205,46300
374686,N-1714,565,51550
374801,N-1739,1240,117976
374919,N-1741,680,110158
375037,N-1800W,2650,569273
375154,N-1801,725,110779
375274,N-1803,425,106487
375390,N-1809,400,49414
375503,N-1811,75,109480
375619,N-1815,650,115060
375739,N-1900E,50,798852
375860,N-1901,565,16830
375931,N-1903,595,19270
376017,N-1905,270,25595
376114,N-1907,300,72550
376225,N-1909,100,114618
376345,N-1911,55,91039
376462,N-1927,125,106628
376576,N-1929,100,103130
376697,N-2001,185,65860
376817,N-2003,25,82293
376931,N-2008,805,115621
377049,N-2011,865,93440
377153,N-2015,25,101597
377274,N-2017,810,99932
377391,N-2019,850,110063
377508,N-2022,55,111101
377630,N-2024,984,106800
377745,N-2100E,5370,1091573
377864,N-2110,1140,109451
377981,N-2112,790,104885
378098,N-2120,765,102433
378214,N-2122,935,99647
378328,N-2124,640,108728
378444,N-2200E1,3200,718203
378559,N-2200E2,7355,962012
378678,N-2202,950,114929
378794,N-2303,895,72838
378893,N-2305,810,101752
379002,N-2307,155,111197
379118,N-2309,800,117214
379231,N-2311,310,114563
379346,N-2318,750,115456
379461,N-2322,690,117568
379576,N-2323,550,118167
379693,N-2325,945,119382
379809,N-2326,890,93935
379927,N-2327,905,121211
380042,N-2328,1125,98899
380159,N-2343,1125,111435
380275,N-2345,1155,98329
380389,N-2402,375,105750
380503,N-2406,35,104049
380617,N-3535,125,3115
380643,N-3537,50,6435
380701,N-3541,420,17105
380793,N-3639,700,81186
380909,N-3641,55,82907
381030,N-3643,25,91982
381149,N-3647,775,90999
381267,N-3649,940,89958
381389,N-3661,650,96290
381509,N-3663,985,91627
381628,N-3665,765,94859
381741,N-3705,870,91148
381860,N-3707,950,88580
381981,N-3708,630,87474
382100,N-3709,100,90683
382219,N-3710,470,83576
382334,N-3711,70,88972
382456,N-3712,725,86697
382577,N-3713,50,90156
382695,N-3714,875,84766
382815,N-3715,230,84193
382935,N-3716,865,82996
383054,N-3717,625,86919
383174,N-3718,505,85533
383292,N-3719,50,90157
383414,N-3720,715,92628
383532,N-3721,100,80214
383650,N-3723,745,93334
383767,N-3725,870,94727
383884,N-3726,490,99700
384004,N-3727,730,101564
384124,N-3728,525,98709
384243,N-3729,10,99605
384364,N-3731,775,95775
384483,N-3733,845,98741
384603,N-3735,85,101627
384720,N-600,175,51451
384826,N-602,350,56977
384933,N-604,460,46780
385034,N-606,225,49212
385134,N-608,475,61027
385235,N-614,25,84360
385348,N-616,165,73729
385456,N-618,410,82802
385565,NL-1701,250,47846
385667,NL-1703,100,52964
385767,NL-1711,265,36093
385867,NL-1713,25,40996
385961,NL-1749,10,51594
386066,NL-1751,75,65054
386180,NL-2928,125,8715
386260,NR-3900W,1475,79685
386371,NU-100,300,51212
386473,NU-102,610,35053
386567,NU-114,245,34884
386661,NU-116,75,22972
386739,NU-300,25,25619
386818,NU-301,125,29648
386898,NU-302,280,18738
386962,NU-303,120,28574
387050,NU-304,125,17949
387122,NU-305,110,26524
387202,NU-306,175,34093
387305,NU-307,250,16798
387365,NU-312,390,39923
387472,NU-315,125,30045
387560,NU-316,275,44753
387665,NU-317,190,27359
387752,NU-319,25,24640
387833,NU-321,50,29310
387921,NU-323,75,40683
388022,NU-325,250,44405
388124,NU-327,585,52094
388230,NU-400,45,55479
388334,NU-401,400,82618
388446,NU-402,825,76162
388557,NU-403,720,88411
388669,NU-404,125,82047
388779,NU-405,770,85237
388893,NU-407,225,87520
389007,NU-408,350,96256
389121,NU-409,695,92483
389232,NU-410,90,97030
389347,NU-414,500,105380
389460,NU-416,175,101587
389576,NU-419,805,102666
389691,NU-421,600,105665
389806,NU-423,350,108360
389920,NU-425,550,109272
390034,NU-427,560,110139
390150,NU-503,685,67094
390231,NU-505,850,64380
390311,NU-507,755,63956
390393,NU-509,530,68883
390481,OL-310,1135,76939
390596,OL-312,125,70496
390708,OL-314,85,60570
390815,OL-418,150,94935
390931,OL-420,150,93509
391046,OL-422,325,93785
391158,OL-424,400,101020
391272,OL-426,700,105583
391387,P-1612,390,51218
391490,P-1614,20,69080
391599,P-1616,25,63238
391701,P-1618,625,60505
391805,P-1620,395,64225
391890,P-1622,520,45156
391988,P-1704,675,56117
392087,P-1706,325,62310
392178,P-1708,200,70752
392280,P-1710,225,90841
392384,P-1712,25,76887
392484,P-1714,100,94247
392590,P-1716,15,87214
392687,P-1718,30,94689
392794,P-1720,479,90920
392896,P-1722,650,101446
393000,P-1724,875,98163
393102,P-1726,860,91847
393210,P-1728,500,96731
393321,P-2908,50,4450
393362,P-2910,275,1380
393374,P-2912,250,1850
393387,P-2914,20,955
393392,P-2916,25,1295
393401,P-2918,35,1445
393413,P-2920,90,1285
393423,P-2922,50,1195
393432,P-2924,15,2285
393446,P-2926,140,1800
393465,P-3801,470,45503
393581,P-3803,325,34099
393692,P-3805,65,48632
393806,P-3811,335,40291
393921,P-3813,389,29796
394028,P-3815,330,32732
394141,P-3821,20,22927
394240,P-700E,50,659689
394355,PB-3701,425,63421
394455,PB-3703,205,51211
394552,PB-3705,50,62392
394658,PB-3707,305,65479
394771,PB-3709,350,68013
394885,PB-3711,695,67026
395001,PB-3713,625,70267
395116,PB-3714,545,79493
395220,PB-3715,855,72111
395335,PB-3716,745,85677
395449,PB-3717,300,77173
395564,PB-3719,539,81747
395680,PB-3722,725,81202
395794,PB-3724,865,79648
395910,PB-3725,415,73392
396024,PB-3726,1125,87583
396140,PB-3731,415,55168
396254,PB-3809,780,58228
396370,PB-3811,790,66701
396482,PB-3812,50,94696
396600,PB-3813,695,82406
396715,PB-3814,550,90271
396831,PB-3816,1020,87347
396947,PB-3912,525,25134
397031,PB-3914,50,26529
397123,PB-3916,485,39373
397223,PB-4201,275,35942
397336,PB-4203,380,30952
397451,PB-4205,400,42925
397562,PB-4211,395,35930
397672,PB-4213,335,25675
397772,PB-4215,275,27160
397881,PB-4217,255,21714
397986,PB-4219,125,29115
398098,PB-4221,100,28455
398209,PB-4223,145,33640
398318,PB-4225,125,14894
398395,PB-4405,500,42180
398504,PB-4407,375,46768
398618,PB-4409,590,51318
398731,PB-4411,600,64028
398846,PB-4428,650,62369
398961,PB-4430,850,66383
399077,PB-4432,305,63843
399194,PB-4434,880,60362
399308,PB-4436,475,69988
399425,PB-4442,170,34745
399537,PB-4444,195,25440
399653,PB-4501,520,68792
399767,PB-4503,40,76056
399883,PB-4542,300,84812
399997,PB-4544,655,80511
400112,PB-4612,810,94504
400228,PB-4614,930,86145
400348,PB-4616,625,82591
400463,PB-4618,850,93687
400582,PB-4622,475,96623
400700,PB-4631,909,88122
400818,PB-4633,340,89948
400934,PB-4635,1165,88053
401049,PM-400,315,30419
401132,PM-401,250,45868
401239,PM-402,170,45254
401338,PM-403,250,49373
401441,PM-404,150,50958
401542,PM-405,585,56500
401647,PM-406,375,60138
401749,PM-408,125,73218
401856,PM-410,250,79078
401966,PM-412,250,90193
402077,PM-415,275,73758
402188,PM-417,675,75707
402295,PM-419,125,86742
402409,PM-421,245,92400
402523,PM-423,280,95247
402637,PM-424,635,104631
402751,PM-425,150,82493
402860,PM-426,840,106367
402976,PM-500,114,4849
403002,PM-502,250,2330
403016,PM-504,25,2225
403031,PM-516,55,55
403032,PM-518,75,75
403033,PM-522,20,20
403034,PN-421,445,94402
403147,PN-423,275,92281
403262,PN-508,925,96628
403370,PN-510,960,94302
403484,QN-400,235,70271
403600,QN-402,15,64247
403714,QN-404,125,66451
403825,QN-406,190,71068
403943,QN-408,225,75230
404061,QN-410,300,73968
404170,QN-412,300,75384
404281,QN-414,450,86855
404395,QN-420,260,102915
404509,QN-422,590,100377
404624,QN-424,525,102210
404739,R-116,375,54679
404827,R-118,880,56851
404922,R-120,500,69979
405035,R-122,505,74071
405147,R-302,640,69214
405254,R-303,630,75419
405366,R-305,260,63372
405480,R-307,515,65526
405593,R-308,575,79358
405707,R-309,630,66841
405821,R-311,500,83887
405933,R-312,410,77916
406048,R-314,860,83497
406164,R-315,865,46303
406238,R-316,690,89307
406355,R-317,645,77547
406464,R-318,275,83762
406580,R-320,930,100489
406697,R-401,700,99477
406810,R-403,945,101195
406928,R-405,1135,111028
407045,R-411,950,106901
407162,R-413,790,104790
407280,R-415,845,107340
407397,R-417,685,106192
407516,R-419,840,102250
407633,R-704,250,43163
407742,R-706,400,28532
407836,R-708,175,22704
407929,R-710,425,19805
408015,R-716,480,50731
408123,R-718,700,40104
408225,RI-3807,505,45789
408289,RI-3809,410,65191
408373,RI-3817,650,80535
408482,RI-3819,265,85738
408585,RU-1201,75,70603
408689,RU-1203,1105,70940
408788,RU-1205,125,64223
408889,RU-1207,25,56460
408980,RU-1209,50,45709
409062,RU-1211,920,66494
409162,RU-1213,335,69607
409267,RU-1225,890,55022
409362,RU-1227,975,45451
409456,RU-1229,925,60779
409552,RU-1231,60,60212
409653,RU-1301,760,59772
409750,RU-1311,660,38514
409844,RU-1313,825,56959
409940,RU-1315,585,56917
410036,RU-1317,740,58098
410136,RU-1319,865,69766
410239,S-2707,275,53632
410362,S-2712,150,16534
410440,S-2713,25,36999
410553,S-2714,50,38742
410666,S-2717,50,41909
410775,S-2720,325,14720
410827,SD-1651,690,81897
410945,SD-1653,735,69541
411059,SD-1655,225,56275
411173,SD-1657,520,60849
411289,SD-1659,555,61151
411404,SD-1661,500,56343
411523,SD-1663,740,54042
411641,SD-1665,440,48083
411755,SD-1667,435,44462
411869,SD-1669,375,41249
411980,SD-1671,435,41742
412088,SD-1673,250,36642
412201,SD-1675,250,35919
412312,SD-1677,145,32894
412419,SD-1679,400,31715
412528,SD-1681,255,29565
412637,SD-1683,145,27248
412743,SD-1685,285,27894
412848,SD-1687,450,39837
412968,SD-1703,400,38594
413080,SD-1715,505,28134
413189,SD-1717,50,19664
413274,SD-1719,295,26659
413371,SL-100,780,96691
413481,SL-1008,880,99901
413596,SL-1009,775,102051
413705,SL-1011,1030,107461
413821,SL-1012,250,105044
413932,SL-1013,870,96376
414040,SL-1014,890,105814
414155,SL-1016,790,108148
414274,SL-108,950,96366
414386,SL-111,580,101117
414498,SL-113,1000,108315
414613,SL-114,910,97838
414727,SL-115,1000,107707
414839,SL-200,935,98367
414953,SL-208,615,100446
415069,SL-212,740,101323
415183,SL-214,1269,98879
415297,SL-216,55,99292
415410,SL-401,1245,108276
415521,SL-403,1300,96384
415633,SL-405,1050,105673
415744,SL-407,1219,106367
415853,SL-408,750,84991
415954,SL-409,1150,102853
416068,SL-415,1075,105612
416187,SL-417,295,102180
416299,SL-502,905,95389
416408,SL-504,1105,110341
416511,SL-505,1225,75690
416585,SL-506,675,115924
416701,SL-507,690,71637
416774,SL-509,870,110922
416884,SL-510,500,115045
417000,SL-511,850,114178
417115,SL-513,984,114024
417231,SL-515,1080,116424
417354,SL-517,570,116021
417471,SL-519,25,115925
417586,SL-602,1130,104605
417702,SL-609,225,97703
417815,SL-611,420,110259
417928,SL-613,5,104803
418043,SL-615,775,104548
418157,SL-704,1100,85369
418268,SL-706,1110,83519
418375,SL-708,900,81194
418488,SL-710,60,78625
418601,SL-712,625,83500
418711,SL-714,1115,95758
418818,SL-800,975,104784
418932,SL-802,1034,101262
419045,SL-803,1125,104753
419157,SL-804,1160,90932
419266,SL-805,825,102129
419380,SL-806,880,109380
419494,SL-808,890,105725
419607,SL-809,1100,105395
419715,SL-810,750,105305
419823,SP-305,300,52701
419922,SP-307,50,54597
420022,SP-309,475,49791
420120,SP-311,75,48729
420219,SP-313,670,51626
420317,SPARES (SAN DIEGO CA),25,21982
420362,ST-1003,25,92539
420480,ST-1005,825,108012
420595,ST-1207,250,100095
420708,ST-1209,590,60152
420808,ST-1211,720,96616
420919,ST-1213,1015,97787
421032,ST-1221,5,68123
421141,ST-1302,590,68277
421233,ST-1306,1295,78079
421325,ST-1308,315,58468
421417,ST-1312,500,70108
421510,ST-1314,250,76820
421606,ST-1318,250,74410
421700,ST-1320,15,72625
421794,ST-1400W,750,779987
421908,ST-1405,990,96967
422020,ST-1407,250,89325
422131,ST-1500,900,116804
422245,ST-1502,730,116404
422357,ST-1504,375,112441
422469,ST-1506,755,113504
422580,ST-1510,460,105118
422691,ST-1512,325,107041
422801,ST-1600,200,73440
422919,ST-1602,25,101857
423036,ST-600E,3409,502776
423150,ST-600W,7819,1107130
423267,ST-700E,550,423097
423381,ST-700W,2175,991321
423495,ST-746,180,71286
423596,ST-800E,1640,334928
423710,ST-814,50,47563
423786,ST-816,155,51973
423874,ST-818,225,63856
423964,ST-820,155,69728
424062,ST-822,40,64938
424158,ST-824,330,55976
424250,ST-826,550,60072
424339,ST-828,55,56920
424430,ST-830,1140,53736
424517,ST-832,425,44293
424599,ST-834,230,39183
424690,ST-906,180,8475
424759,ST-918,450,63149
424866,ST-924,435,71247
424975,SU-3409,495,57041
425094,SU-3411,460,55278
425207,SU-3415,140,57414
425327,TH-314,65,39061
425429,TH-316,240,23743
425506,TH-403,635,29347
425599,TH-405,65,25818
425683,TH-407,100,25540
425764,TH-408,125,38213
425867,TH-409,425,30450
425961,TH-410,70,3815
426025,TH-412,10,3730
426090,TH-414,110,4830
426171,TH-415,270,28353
426263,TH-417,30,23980
426350,TH-419,50,24219
426447,TH-421,425,34160
426546,TH-423,125,38682
426658,U-1103,270,25809
426695,U-1105,85,23118
426733,U-1107,400,27469
426773,U-1109,400,24903
426811,U-1111,420,25878
426847,U-1113,450,26298
426881,U-1115,450,16839
426908,U-1117,465,20783
426937,U-1200,50,47472
427036,U-1203,550,19386
427066,U-1205,1195,60615
427162,U-1206,175,59457
427269,U-1207,845,64862
427367,U-1208,200,51824
427460,U-1209,175,64810
427562,U-1210,250,66896
427664,U-1211,195,55106
427754,U-1215,625,55485
427845,U-1217,1150,53972
427933,U-1218,5,29093
428020,U-1219,340,43997
428102,U-1222,375,45257
428198,U-1224,250,58337
428283,U-1226,175,40003
428359,U-1300,415,57468
428448,U-1302,125,61756
428540,U-1303,225,59841
428640,U-1304,300,64434
428736,U-1305,1210,68653
428832,U-1306,715,58184
428919,U-1307,150,61954
429010,U-1308,815,62350
429100,U-1309,875,49204
429186,U-1310,300,51197
429277,U-1315,210,38810
429360,U-1316,450,41013
429455,U-1317,175,43334
429526,U-1318,335,50223
429618,U-1319,395,51497
429704,U-1320,440,60446
429806,U-1321,620,49423
429903,U-1322,880,71192
430011,U-1323,500,43181
430109,U-1324,680,57840
430214,U-1405,275,77642
430320,U-1407,1235,83440
430425,U-1409,595,94111
430537,U-1411,700,99484
430651,U-1416,850,117935
430764,U-1418,905,112217
430879,U-1420,390,108826
430996,U-1427,350,93999
431106,U-1619,960,76968
431218,U-1621,350,95462
431334,U-1623,600,89885
431450,U-500W,7275,718682
431564,U-521,110,108992
431680,U-523,200,104590
431791,U-600E,3125,572210
431904,U-600W,7635,662264
432020,U-700W,4070,489993
432135,U-705,625,88900
432249,U-707,1119,94476
432363,U-715,640,89337
432477,U-717,675,84893
432588,UP-2913,995,83186
432705,UP-2915,670,93903
432825,UP-300,860,44862
432924,UP-310,10,44013
433029,UP-312,300,45038
433128,UP-313,145,54883
433234,UP-314,425,25853
433300,UP-315,340,52482
433408,UP-317,50,58978
433515,UP-401,200,65609
433627,UP-402,650,69934
433735,UP-404,700,59346
433845,UP-405,275,62213
433944,UP-406,825,65236
434056,UP-407,430,71031
434167,UP-419,200,49807
434271,UP-421,365,38457
434372,UP-423,100,35535
434467,UP-425,350,33440
434569,UP-427,325,31143
434665,UP-429,250,36994
434765,UT-4300,150,42968
434870,UT-4301,375,56725
434979,UT-4302,75,33100
435065,UT-4303,330,69707
435176,UV-1000N,4930,143216
435208,UV-1001,25,86054
435326,UV-1003,935,86505
435445,UV-1005,740,96235
435567,UV-1009,755,97294
435687,UV-1011,660,90860
435803,UV-1013,750,87101
435917,UV-1015,255,89265
436032,UV-1017,550,86799
436152,UV-1019,860,98073
436269,UV-1021,590,92885
436381,UV-1023,500,89322
436498,UV-1025,875,93428
436614,UV-1027,380,85240
436727,UV-1029,25,84599
436841,UV-1031,605,83882
436958,UV-1033,775,84180
437075,UV-104,425,94193
437190,UV-106,670,85997
437301,UV-107,745,92591
437416,UV-108,605,75027
437530,UV-109,405,97339
437644,UV-111,155,53610
437759,UV-114,430,95133
437874,UV-116,925,91191
437990,UV-118,510,84208
438107,UV-120,540,86602
438219,UV-1205,595,94738
438338,UV-1207,25,96666
438456,UV-1209,575,101481
438572,UV-1211,215,99135
438685,UV-1213,840,97487
438803,UV-1215,685,95565
438924,UV-1217,850,102372
439042,UV-122,375,90113
439154,UV-1229,835,93035
439272,UV-1239,50,95253
439392,UV-124,650,96110
439508,UV-1241,485,92009
439622,UV-1243,475,86313
439739,UV-1245,460,79411
439858,UV-1247,590,82592
439976,UV-1249,519,57550
440090,UV-1251,50,72283
440210,UV-1253,545,64937
440325,UV-1255,465,63563
440434,UV-1265,360,63523
440555,UV-1267,575,64042
440673,UV-1269,135,39889
440789,UV-1271,350,33400
440907,UV-1279,180,34195
441024,UV-1400S,5480,1020633
441142,UV-1433,530,71173
441261,UV-1435,640,87663
441380,UV-1437,700,85388
441499,UV-1439,270,72458
441612,UV-1606,50,16009
441687,UV-1608,105,7460
441730,UV-1610,5,6435
441776,UV-1614,705,11595
441834,UV-1615,500,27164
441913,UV-1616,150,11345
441970,UV-1617,20,25855
442066,UV-1619,135,29145
442175,UV-1621,110,30909
442282,UV-1701,125,23230
442359,UV-1703,30,35718
442454,UV-1705,160,38615
442559,UV-1707,205,39794
442664,UV-1709,85,48887
442772,UV-1713,250,20324
442827,UV-1715,30,5145
442848,UV-1716,650,31039
442936,UV-1718,350,23480
443024,UV-1720,275,17494
443101,UV-1805,615,23934
443184,UV-1807,150,17503
443243,UV-1809,380,22515
443325,UV-1811,25,20859
443404,UV-1813,250,29060
443501,UV-301,315,104029
443616,UV-302,50,115991
443732,UV-303,585,95634
443845,UV-304,860,117974
443959,UV-305,775,99593
444073,UV-306,655,111933
444186,UV-307,620,104085
444301,UV-308,50,115636
444419,UV-309,525,107439
444536,UV-310,25,119266
444654,UV-313,850,106444
444771,UV-315,445,104980
444887,UV-317,695,105669
445001,UV-319,1040,110365
445119,UV-405,1089,94362
445226,UV-407,750,111031
445343,UV-409,1065,110973
445458,UV-500,720,115484
445575,UV-502,25,113535
445692,UV-505,975,103725
445809,UV-507,740,97106
445924,UV-509,865,98153
446041,UV-511,730,98568
446164,UV-513,495,88648
446269,UV-515,860,92984
446386,UV-517,430,99369
446502,UV-621,660,63023
446618,UV-623,80,56919
446730,UV-625,410,74913
446846,UV-703,890,76643
446967,UV-705,520,62169
447084,UV-707,410,58409
447201,UV-709,60,56655
447320,UV-711,530,60594
447437,UV-712,775,87728
447560,UV-714,645,70843
447679,UV-716,955,68900
447796,UV-718,605,57693
447911,UV-801,50,13849
447966,UV-802,450,24889
448059,UV-803,15,9955
448109,UV-804,130,13579
448179,UV-806,20,12474
448240,UV-807,150,19350
448309,UV-808,70,10690
448353,UV-811,165,10934
448402,UV-815,150,18580
448478,VT-3809,290,43100
448569,VT-3811,345,58342
448665,VT-3813,535,68182
448762,VT-3815,805,75245
448865,VT-3817,710,76189
448967,VT-3818,1015,85589
449074,VT-3819,690,78409
449167,VT-3820,740,79732
449275,VY-501,495,66384
449387,VY-503,25,77732
449500,VY-506,900,82560
449612,VY-508,874,80874
