,zone,area,sub_area,pole,config_id,config_name,longitude,latitude,nearest_pothole_dist
163,Downtown,Core - Columbia,1300 FIFTH AVE,5-1318,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160294,32.719583,79.02301947594854
164,Downtown,Core - Columbia,1300 FIFTH AVE,5-1320,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16029499999999,32.719678,75.1393300985989
165,Downtown,Core - Columbia,1300 FIFTH AVE,5-1323,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160114,32.719776,77.14849912285146
166,Downtown,Core - Columbia,1000 SIXTH AVE,6-1011,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15918300000001,32.715901,36.50864151762035
167,Downtown,Core - Columbia,1000 SIXTH AVE,6-1013,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15918400000001,32.716037,34.05931906204042
168,Downtown,Core - Columbia,1000 SIXTH AVE,6-1015,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159186,32.716173,37.887417380823024
169,Downtown,Core - Columbia,1300 SIXTH AVE,6-1300,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159396,32.718971999999994,103.68117790166511
170,Downtown,Core - Columbia,1300 SIXTH AVE,6-1301,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15921399999999,32.719011,99.36995147713291
171,Downtown,Core - Columbia,1300 SIXTH AVE,6-1302,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159397,32.719066999999995,93.19843649646045
172,Downtown,Core - Columbia,1300 SIXTH AVE,6-1303,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15921499999999,32.719125,86.77645891238383
173,Downtown,Core - Columbia,1300 SIXTH AVE,6-1304,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159397,32.719181,80.62385522844653
174,Downtown,Core - Columbia,1300 SIXTH AVE,6-1305,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15921499999999,32.71922,76.30166538142741
175,Downtown,Core - Columbia,1300 SIXTH AVE,6-1306,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159397,32.719277000000005,70.05230480849649
176,Downtown,Core - Columbia,1300 SIXTH AVE,6-1307,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15921599999999,32.719334,63.74417606736544
177,Downtown,Core - Columbia,1300 SIXTH AVE,6-1308,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159398,32.719390999999995,57.54654285725856
178,Downtown,Core - Columbia,1300 SIXTH AVE,6-1309,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15921599999999,32.719429,53.32075972929184
179,Downtown,Core - Columbia,1300 SIXTH AVE,6-1311,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15921599999999,32.719485999999996,47.0897516640543
180,Downtown,Core - Columbia,1300 SIXTH AVE,6-1317,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15921599999999,32.719544,40.77715853853176
181,Downtown,Core - Columbia,1300 SIXTH AVE,6-1318,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159399,32.7196,34.847748653307086
182,Downtown,Core - Columbia,1300 SIXTH AVE,6-1319,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159217,32.719639,30.517819719251868
183,Downtown,Core - Columbia,1300 SIXTH AVE,6-1320,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159399,32.719714,22.84780439224225
184,Downtown,Core - Columbia,1300 SIXTH AVE,6-1321,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159217,32.719753000000004,18.661914090826766
185,Downtown,Core - Columbia,1300 SIXTH AVE,6-1322,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.1594,32.719809000000005,13.810472819468977
186,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1104,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158451,32.716896999999996,129.90073847899149
187,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1106,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158452,32.716974,123.22863036532902
188,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1112,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158452,32.717051,116.8636033104702
189,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1113,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15827,32.71711,124.90962138464977
190,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1114,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158452,32.717186,106.44017134726766
191,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1115,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158271,32.717264,114.84045932567443
192,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1116,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15845300000001,32.717341,95.88797251907926
193,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1117,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158271,32.717399,107.55217499465122
194,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1118,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158454,32.717495,87.50983960479113
195,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1119,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158272,32.717553,101.22878280607613
196,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1121,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158272,32.71763,99.06979214473405
197,Downtown,Core - Columbia,1100 SEVENTH AVE,7-1124,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158455,32.717707,80.63447836012328
198,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158464,32.718975,65.35022926626428
199,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1301,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158282,32.719014,48.3579215372105
200,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15846499999999,32.719069,61.396314114958024
201,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15846499999999,32.719126,59.705744413254145
202,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15846599999999,32.719183,58.743736786697575
203,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1308,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15846599999999,32.719239,58.36012074360708
204,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15846699999999,32.719277000000005,58.568443888348654
205,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158285,32.719335,42.6171374514324
206,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158468,32.719390000000004,60.75193213630846
207,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158286,32.719429,46.299540575812664
208,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1314,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158469,32.719504,65.35725505177112
209,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1315,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15828799999998,32.719543,53.27571822432255
210,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15847,32.719598,70.65883790253105
211,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1317,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15828799999998,32.719637,60.32004608051822
212,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1319,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158289,32.719694,65.09477623316984
213,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158472,32.719749,79.91342873197884
214,Downtown,Core - Columbia,1300 SEVENTH AVE,7-1321,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15829,32.719807,75.18559123659251
215,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1101,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15735600000001,32.716861,142.19130099891734
216,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1102,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15753799999999,32.716937,146.44847891867985
217,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1103,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157357,32.716977,131.9938605117833
218,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1105,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157357,32.717034999999996,127.0459025939216
219,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1107,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157357,32.717073,123.877944519283
220,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1109,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157358,32.717131,119.23247179878204
221,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1111,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157358,32.717189000000005,114.69173287827729
222,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1113,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15735900000001,32.717247,110.40927460220595
223,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1114,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157541,32.717304999999996,119.82518340522012
224,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1115,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15735900000001,32.717344,103.61866358460817
225,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1116,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15754199999999,32.717421,110.42639588212263
226,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1117,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15736000000001,32.717459999999996,95.76002361313446
227,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1118,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15754299999999,32.717517,103.22624767680911
228,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1119,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15736100000001,32.717557,87.78639338550316
229,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1120,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15754299999999,32.717633,95.29638993362518
230,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1121,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157362,32.717673,79.10540897199415
231,Downtown,Core - Columbia,1100 EIGHTH AVE,8-1122,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157544,32.717729999999996,89.62992142690449
232,Downtown,Core - Columbia,1200 EIGHTH  AVE,8-1203,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15754799999999,32.717884999999995,82.91190544766424
233,Downtown,Core - Columbia,1200 EIGHTH  AVE,8-1205,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157696,32.717908,95.45852318766988
234,Downtown,Core - Columbia,1200 EIGHTH  AVE,8-1209,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15738700000001,32.71836,68.41330759855519
235,Downtown,Core - Columbia,1200 EIGHTH  AVE,8-1211,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157436,32.718383,73.6304606187295
236,Downtown,Core - Columbia,1200 EIGHTH  AVE,8-1213,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15743799999998,32.7185,79.69214545250837
237,Downtown,Core - Columbia,1200 EIGHTH  AVE,8-1215,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157372,32.718523,75.91771307764192
238,Downtown,Core - Columbia,1200 EIGHTH  AVE,8-1219,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157564,32.718619,74.02451653294979
239,Downtown,Core - Columbia,1300 EIGHTH AVE,8-1302,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157551,32.719095,31.962153962822583
240,Downtown,Core - Columbia,1300 EIGHTH AVE,8-1304,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157552,32.719189,27.95781840462054
241,Downtown,Core - Columbia,1300 EIGHTH AVE,8-1306,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15755300000001,32.719265,27.30302246835683
242,Downtown,Core - Columbia,1300 EIGHTH AVE,8-1307,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157372,32.719342,45.488011773353605
243,Downtown,Core - Columbia,1300 EIGHTH AVE,8-1309,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15737299999999,32.719436,48.95633613880202
244,Downtown,Core - Columbia,1300 EIGHTH AVE,8-1318,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157556,32.719529,41.53720450902176
245,Downtown,Core - Columbia,1300 EIGHTH AVE,8-1320,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15755700000001,32.719605,48.211167049047035
246,Downtown,Core - Columbia,1300 EIGHTH AVE,8-1322,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15755800000001,32.719699,47.71736205438635
247,Downtown,Core - Columbia,1300 EIGHTH AVE,8-1324,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15755800000001,32.719775,44.620446710479136
248,Downtown,Core - Columbia,1300 NINTH AVE,9-1302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15665700000001,32.719099,96.62636253326387
249,Downtown,Core - Columbia,1300 NINTH AVE,9-1304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15665700000001,32.719193,86.21665026063029
250,Downtown,Core - Columbia,1300 NINTH AVE,9-1310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15665800000001,32.719269,77.80741669291693
251,Downtown,Core - Columbia,1300 NINTH AVE,9-1312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15665800000001,32.719363,67.4047833534859
252,Downtown,Core - Columbia,1300 NINTH AVE,9-1318,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156659,32.719439,59.0055200380222
253,Downtown,Core - Columbia,1300 NINTH AVE,9-1320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15666,32.719533,48.627510890503345
254,Downtown,Core - Columbia,1300 NINTH AVE,9-1322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15666,32.719609000000005,40.24457606028285
255,Downtown,Core - Columbia,1300 NINTH AVE,9-1324,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15666100000001,32.719703,29.92291478646728
256,Downtown,Core - Columbia,1300 NINTH AVE,9-1326,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15666100000001,32.719778999999996,21.63140476522184
257,Downtown,Core - Columbia,100 A ST,A-106,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163646,32.718913,121.28320142691271
258,Downtown,Core - Columbia,100 A ST,A-108,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163477,32.718914,113.40592894132699
259,Downtown,Core - Columbia,100 A ST,A-110,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16330900000001,32.718915,107.33223649586061
260,Downtown,Core - Columbia,100 A ST,A-112,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163141,32.718915,103.43020210052339
261,Downtown,Core - Columbia,200 A ST,A-200,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162815,32.718917,79.09531427306756
262,Downtown,Core - Columbia,200 A ST,A-202,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162749,32.718918,72.9903148121173
263,Downtown,Core - Columbia,200 A ST,A-204,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16266599999999,32.718918,65.3108960659107
264,Downtown,Core - Columbia,200 A ST,A-205,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162598,32.718765000000005,58.32218323816876
265,Downtown,Core - Columbia,200 A ST,A-206,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162516,32.718919,51.53125302495986
266,Downtown,Core - Columbia,200 A ST,A-208,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16245,32.718920000000004,45.53719871765212
267,Downtown,Core - Columbia,200 A ST,A-209,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16238200000001,32.718765999999995,38.22753044766085
268,Downtown,Core - Columbia,200 A ST,A-210,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162301,32.718921,32.22344755624819
269,Downtown,Core - Columbia,200 A ST,A-212,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162218,32.718922,25.13718367648198
270,Downtown,Core - Columbia,200 A ST,A-214,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162151,32.718922,19.748109461853712
271,Downtown,Core - Columbia,300 A ST,A-300N,13178,MSPM 4 Hour Max $1.00 HR 8am-6pm Mon-Sat,-117.161511,32.718869,38.7715820076143
272,Downtown,Core - Columbia,300 A ST,A-300S,13178,MSPM 4 Hour Max $1.00 HR 8am-6pm Mon-Sat,-117.161542,32.718764,41.40033426853527
273,Downtown,Core - Columbia,400 A ST,A-400,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16095700000001,32.718931,16.970553955763975
274,Downtown,Core - Columbia,400 A ST,A-407,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16083700000001,32.718778,25.39214797413908
275,Downtown,Core - Columbia,400 A ST,A-409,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16071799999999,32.718779,36.269986970430075
276,Downtown,Core - Columbia,400 A ST,A-411,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160598,32.718779999999995,44.866768159570746
277,Downtown,Core - Columbia,400 A ST,A-413,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16047900000001,32.718781,43.35267041991934
278,Downtown,Core - Columbia,400 A ST,A-415,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16036000000001,32.718781,44.55337330173568
279,Downtown,Core - Columbia,500 A ST,A-501,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16005200000001,32.718783,58.58678610686859
280,Downtown,Core - Columbia,500 A ST,A-502,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159939,32.718938,78.52736562308358
281,Downtown,Core - Columbia,500 A ST,A-504,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15984099999999,32.718938,84.64553149302603
282,Downtown,Core - Columbia,500 A ST,A-506,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159742,32.718938,91.34902230932883
283,Downtown,Core - Columbia,500 A ST,A-510,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159644,32.718939,98.46587104018894
284,Downtown,Core - Columbia,500 A ST,A-514,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15953,32.718939,107.06783643348378
285,Downtown,Core - Columbia,500 A ST,A-516,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15943100000001,32.71894,107.5280370363786
286,Downtown,Core - Columbia,600 A ST,A-600,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15915600000001,32.718941,107.67160068552394
287,Downtown,Core - Columbia,600 A ST,A-601,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159052,32.718788,109.89601345650279
288,Downtown,Core - Columbia,600 A ST,A-603,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15894899999999,32.718788,112.37435743523098
289,Downtown,Core - Columbia,600 A ST,A-605,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158829,32.718789,105.22938539051805
290,Downtown,Core - Columbia,600 A ST,A-607,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158726,32.718789,96.86658686543329
291,Downtown,Core - Columbia,600 A ST,A-609,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15862299999999,32.718789,88.76586744864949
292,Downtown,Core - Columbia,600 A ST,A-614,9457,1 Hour Max $1.25 HR 8am-4pm Mon-Sat,-117.15850400000001,32.718944,70.26585140073888
293,Downtown,Core - Columbia,700 A ST,A-700,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.15820900000001,32.718946,47.574931325060106
294,Downtown,Core - Columbia,700 A ST,A-702,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.158092,32.718947,40.30764763876956
295,Downtown,Core - Columbia,700 A ST,A-708,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157974,32.718947,35.09221326811792
296,Downtown,Core - Columbia,700 A ST,A-710,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.15784,32.718948,32.77442548827697
297,Downtown,Core - Columbia,700 A ST,A-712,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157723,32.718949,34.55160363175785
298,Downtown,Core - Columbia,700 A ST,A-714,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157605,32.71895,39.4726582006993
299,Downtown,Core - Columbia,800 A ST,A-800,12468,1 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157348,32.718952,56.56125703089783
300,Downtown,Core - Columbia,800 A ST,A-806,12468,1 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.15710200000001,32.718953000000006,76.57198697117549
301,Downtown,Core - Columbia,800 A ST,A-808,12468,1 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.15697,32.718953000000006,87.94769078162922
302,Downtown,Core - Columbia,800 A ST,A-810,12468,1 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.15683899999999,32.718954,92.44136357869947
303,Downtown,Core - Columbia,800 A ST,A-811,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.0,32.1,49125.09839615257
304,Downtown,Core - Columbia,800 A ST,A-813,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156756,32.71888,83.56232402622109
305,Downtown,Core - Columbia,800 A ST,A-815,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156793,32.718857,81.2706530086906
306,Downtown,Core - Columbia,100 ASH ST,AH-109,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16361699999999,32.71982,62.870743906880264
307,Downtown,Core - Columbia,100 ASH ST,AH-111,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163398,32.719821,42.35294874995655
308,Downtown,Core - Columbia,100 ASH ST,AH-113,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163197,32.719822,23.528804568469443
309,Downtown,Core - Columbia,200 ASH ST,AH-201,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162838,32.719823999999996,10.200224075642351
310,Downtown,Core - Columbia,200 ASH ST,AH-203,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162755,32.719823999999996,17.955148113612076
311,Downtown,Core - Columbia,200 ASH ST,AH-209,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16245500000001,32.719825,39.7069887480706
312,Downtown,Core - Columbia,200 ASH ST,AH-211,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162305,32.719826,25.736559454888777
313,Downtown,Core - Columbia,200 ASH ST,AH-213,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16223799999999,32.719826,19.546005768011643
314,Downtown,Core - Columbia,200 ASH ST,AH-215,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162155,32.719827,11.970497548018773
315,Downtown,Core - Columbia,300 ASH ST,AH-303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161846,32.719828,7.560062348355036
316,Downtown,Core - Columbia,300 ASH ST,AH-305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16177900000001,32.719828,3.5963902472718896
317,Downtown,Core - Columbia,300 ASH ST,AH-307,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16162800000001,32.719829,14.197363117930163
318,Downtown,Core - Columbia,300 ASH ST,AH-311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16154399999999,32.719829,21.915337987801642
319,Downtown,Core - Columbia,300 ASH ST,AH-313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16139299999999,32.71983,19.86382344880893
320,Downtown,Core - Columbia,300 ASH ST,AH-315,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16124199999999,32.719831,5.971535795200649
321,Downtown,Core - Columbia,400 ASH ST,AH-403,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16086399999999,32.71983,19.219426876341057
322,Downtown,Core - Columbia,400 ASH ST,AH-405,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160711,32.719829,33.208509343279026
323,Downtown,Core - Columbia,400 ASH ST,AH-407,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16062600000001,32.719829,41.075616960407295
324,Downtown,Core - Columbia,400 ASH ST,AH-413,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16040600000001,32.719828,61.56552534509357
325,Downtown,Core - Columbia,500 ASH ST,AH-501,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160096,32.719826,74.64727469652568
326,Downtown,Core - Columbia,500 ASH ST,AH-503,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159948,32.719826,60.89301759482884
327,Downtown,Core - Columbia,500 ASH ST,AH-505,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15979899999999,32.719825,47.134394662766255
328,Downtown,Core - Columbia,500 ASH ST,AH-507,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159651,32.719823999999996,33.63568655279062
329,Downtown,Core - Columbia,500 ASH ST,AH-513,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15956899999999,32.719823999999996,26.302392075406523
